tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-580,Australian Open,Hard,128,G,20260119,156,111575,15.0,,Karen Khachanov,R,198.0,RUS,29.6,210506,,,Alex Michelsen,R,193.0,USA,21.4,4-6 6-4 6-3 5-7 6-3,5,R128,235.0,24.0,4.0,176.0,110.0,85.0,32.0,25.0,11.0,13.0,16.0,4.0,142.0,93.0,72.0,25.0,25.0,11.0,15.0,18.0,2320.0,38.0,1350.0
2026-580,Australian Open,Hard,128,G,20260119,157,210460,,Q,Nishesh Basavareddy,R,180.0,USA,20.7,106331,,WC,Christopher Oconnell,R,183.0,AUS,31.6,4-6 7-6(7) 6-7(3) 6-2 6-3,5,R128,248.0,17.0,5.0,148.0,78.0,58.0,46.0,26.0,1.0,4.0,25.0,3.0,176.0,104.0,77.0,34.0,25.0,8.0,13.0,242.0,230.0,118.0,521.0
2026-580,Australian Open,Hard,128,G,20260119,158,202104,,,Sebastian Baez,R,170.0,ARG,25.0,208659,,,Giovanni Mpetshi Perricard,R,203.0,FRA,22.5,6-4 6-4 3-6 5-7 6-3,5,R128,191.0,10.0,2.0,155.0,120.0,86.0,19.0,25.0,10.0,13.0,30.0,6.0,150.0,106.0,78.0,23.0,25.0,6.0,10.0,36.0,1390.0,61.0,905.0
2026-580,Australian Open,Hard,128,G,20260119,159,209260,22.0,,Luciano Darderi,R,183.0,ITA,23.9,106426,,,Cristian Garin,R,185.0,CHI,29.6,7-6(5) 7-5 7-6(3),5,R128,175.0,15.0,2.0,101.0,60.0,48.0,27.0,18.0,2.0,4.0,12.0,6.0,132.0,77.0,54.0,27.0,18.0,8.0,11.0,25.0,1599.0,82.0,726.0
2026-580,Australian Open,Hard,128,G,20260119,160,208118,,,Eliot Spizzirri,R,183.0,USA,24.0,211663,28.0,,Joao Fonseca,R,185.0,BRA,19.4,6-4 2-6 6-1 6-2,5,R128,158.0,14.0,2.0,96.0,62.0,50.0,19.0,17.0,7.0,9.0,10.0,5.0,102.0,60.0,40.0,21.0,16.0,8.0,13.0,85.0,725.0,32.0,1510.0
2026-580,Australian Open,Hard,128,G,20260119,161,200059,,Q,Yibing Wu,R,183.0,CHN,26.2,208134,,,Luca Nardi,R,185.0,ITA,22.4,7-5 4-6 6-4 6-2,5,R128,177.0,7.0,3.0,132.0,76.0,53.0,31.0,20.0,15.0,19.0,7.0,6.0,117.0,65.0,41.0,28.0,20.0,6.0,13.0,168.0,347.0,108.0,561.0
2026-580,Australian Open,Hard,128,G,20260119,162,105902,,WC,James Duckworth,R,183.0,AUS,33.9,209976,,LL,Dino Prizmic,R,188.0,CRO,20.4,7-6(4) 3-6 1-6 7-5 6-3,5,R128,261.0,16.0,5.0,179.0,107.0,73.0,37.0,25.0,14.0,20.0,9.0,12.0,174.0,102.0,74.0,37.0,24.0,14.0,18.0,88.0,694.0,127.0,481.0
2026-580,Australian Open,Hard,128,G,20260119,163,206173,2.0,,Jannik Sinner,R,191.0,ITA,24.4,200384,,,Hugo Gaston,L,173.0,FRA,25.3,6-2 6-1 0-0 RET,5,R128,68.0,6.0,0.0,45.0,29.0,25.0,8.0,8.0,3.0,3.0,0.0,0.0,47.0,23.0,14.0,8.0,7.0,3.0,7.0,2.0,11500.0,93.0,656.0
2026-580,Australian Open,Hard,128,G,20260119,164,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,22.7,105870,,,Yannick Hanfmann,R,193.0,GER,34.1,7-6(4) 6-3 6-2,5,R64,165.0,11.0,3.0,111.0,71.0,49.0,24.0,15.0,6.0,7.0,7.0,4.0,100.0,62.0,43.0,17.0,14.0,5.0,9.0,1.0,12050.0,102.0,611.0
2026-580,Australian Open,Hard,128,G,20260119,165,144895,32.0,,Corentin Moutet,L,180.0,FRA,26.7,210116,,Q,Michael Zheng,R,188.0,USA,21.9,3-6 6-1 6-3 2-0 RET,5,R64,122.0,10.0,5.0,76.0,46.0,33.0,16.0,14.0,4.0,7.0,3.0,1.0,84.0,61.0,36.0,7.0,13.0,0.0,7.0,37.0,1383.0,174.0,337.0
2026-580,Australian Open,Hard,128,G,20260119,166,126205,19.0,,Tommy Paul,R,185.0,USA,28.6,202058,,,Thiago Agustin Tirante,R,185.0,ARG,24.7,6-3 6-4 6-2,5,R64,122.0,4.0,1.0,82.0,47.0,37.0,23.0,14.0,4.0,4.0,12.0,3.0,85.0,48.0,36.0,11.0,13.0,6.0,10.0,20.0,2050.0,103.0,605.0
2026-580,Australian Open,Hard,128,G,20260119,167,200221,14.0,,Alejandro Davidovich Fokina,R,183.0,ESP,26.6,124187,,,Reilly Opelka,R,211.0,USA,28.3,6-3 7-6(3) 5-7 4-6 6-4,5,R64,227.0,12.0,1.0,165.0,129.0,99.0,19.0,27.0,9.0,11.0,37.0,12.0,161.0,107.0,80.0,31.0,26.0,9.0,11.0,14.0,2635.0,63.0,873.0
2026-580,Australian Open,Hard,128,G,20260119,168,122330,10.0,,Alexander Bublik,R,196.0,KAZ,28.5,105916,,,Marton Fucsovics,R,188.0,HUN,33.9,7-5 6-4 7-5,5,R64,133.0,12.0,4.0,90.0,63.0,48.0,14.0,17.0,0.0,2.0,6.0,6.0,119.0,71.0,44.0,26.0,17.0,8.0,13.0,10.0,3065.0,54.0,967.0
2026-580,Australian Open,Hard,128,G,20260119,169,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,26.5,209259,,Q,Arthur Fery,R,175.0,GBR,23.5,7-6(4) 6-1 6-3,5,R64,164.0,11.0,1.0,101.0,69.0,47.0,23.0,14.0,9.0,10.0,5.0,1.0,92.0,60.0,39.0,15.0,14.0,6.0,11.0,62.0,895.0,186.0,316.0
2026-580,Australian Open,Hard,128,G,20260119,170,126207,29.0,,Frances Tiafoe,R,188.0,USA,27.9,207681,,,Francisco Comesana,R,178.0,ARG,25.2,6-4 6-3 4-6 6-2,5,R64,190.0,7.0,1.0,108.0,60.0,52.0,25.0,19.0,4.0,5.0,15.0,5.0,123.0,82.0,57.0,17.0,18.0,12.0,17.0,34.0,1500.0,68.0,829.0
2026-580,Australian Open,Hard,128,G,20260119,171,200282,6.0,,Alex De Minaur,R,183.0,AUS,26.9,209098,,,Hamad Medjedovic,R,188.0,SRB,22.5,6-7(5) 6-2 6-2 6-1,5,R64,184.0,12.0,4.0,110.0,76.0,58.0,21.0,18.0,2.0,3.0,19.0,11.0,137.0,88.0,58.0,18.0,17.0,14.0,21.0,6.0,4080.0,90.0,681.0
2026-580,Australian Open,Hard,128,G,20260119,172,100644,3.0,,Alexander Zverev,R,198.0,GER,28.7,124186,,,Alexandre Muller,R,183.0,FRA,28.9,6-3 4-6 6-3 6-4,5,R64,184.0,18.0,1.0,108.0,73.0,52.0,22.0,19.0,5.0,8.0,4.0,2.0,125.0,87.0,56.0,17.0,19.0,10.0,16.0,3.0,5105.0,52.0,980.0
2026-580,Australian Open,Hard,128,G,20260119,173,111815,26.0,,Cameron Norrie,L,188.0,GBR,30.4,207182,,,Emilio Nava,R,185.0,USA,24.1,6-1 7-6(3) 4-6 7-6(5),5,R64,198.0,5.0,2.0,144.0,96.0,66.0,32.0,21.0,7.0,10.0,19.0,5.0,148.0,99.0,65.0,26.0,20.0,15.0,19.0,27.0,1553.0,89.0,683.0
2026-580,Australian Open,Hard,128,G,20260119,174,202103,18.0,,Francisco Cerundolo,R,185.0,ARG,27.4,106000,,,Damir Dzumhur,R,175.0,BIH,33.6,6-3 6-2 6-1,5,R64,97.0,10.0,1.0,66.0,38.0,30.0,19.0,12.0,2.0,3.0,3.0,1.0,78.0,50.0,29.0,12.0,12.0,5.0,12.0,21.0,2035.0,66.0,837.0
2026-580,Australian Open,Hard,128,G,20260119,175,126094,13.0,,Andrey Rublev,R,188.0,RUS,28.2,210262,,Q,Jaime Faria,R,188.0,POR,22.4,6-4 6-3 4-6 7-5,5,R64,170.0,6.0,3.0,125.0,86.0,65.0,22.0,21.0,10.0,12.0,10.0,5.0,120.0,74.0,51.0,24.0,20.0,4.0,9.0,15.0,2600.0,151.0,413.0
2026-580,Australian Open,Hard,128,G,20260119,176,106421,11.0,,Daniil Medvedev,R,198.0,RUS,29.9,111460,,,Quentin Halys,R,191.0,FRA,29.2,6-7(9) 6-3 6-4 6-2,5,R64,182.0,14.0,6.0,145.0,97.0,72.0,26.0,20.0,10.0,12.0,6.0,6.0,115.0,74.0,53.0,17.0,19.0,4.0,10.0,12.0,2910.0,83.0,725.0
2026-580,Australian Open,Hard,128,G,20260119,177,206681,,,Fabian Marozsan,R,193.0,HUN,26.2,111794,,,Kamil Majchrzak,R,180.0,POL,30.0,6-3 6-4 7-6(5),5,R64,142.0,5.0,2.0,113.0,80.0,50.0,18.0,16.0,8.0,12.0,3.0,4.0,119.0,80.0,46.0,13.0,15.0,8.0,14.0,47.0,1065.0,59.0,918.0
2026-580,Australian Open,Hard,128,G,20260119,178,210530,25.0,,Learner Tien,L,180.0,USA,20.1,207686,,,Alexander Shevchenko,R,185.0,KAZ,25.1,6-2 5-7 6-1 6-0,5,R64,121.0,9.0,2.0,92.0,55.0,45.0,19.0,17.0,2.0,4.0,4.0,1.0,94.0,60.0,31.0,17.0,16.0,4.0,13.0,29.0,1540.0,97.0,650.0
2026-580,Australian Open,Hard,128,G,20260119,179,132686,,,Nuno Borges,R,185.0,POR,28.9,111442,,WC,Jordan Thompson,R,183.0,AUS,31.7,6-7(9) 6-3 6-2 6-4,5,R64,184.0,10.0,4.0,130.0,90.0,65.0,23.0,20.0,5.0,7.0,12.0,1.0,121.0,69.0,46.0,26.0,19.0,1.0,7.0,46.0,1070.0,111.0,548.0
2026-580,Australian Open,Hard,128,G,20260119,180,207518,5.0,,Lorenzo Musetti,R,185.0,ITA,23.8,132283,,,Lorenzo Sonego,R,191.0,ITA,30.6,6-3 6-3 6-4,5,R64,171.0,1.0,2.0,87.0,58.0,40.0,17.0,14.0,4.0,6.0,5.0,6.0,116.0,77.0,47.0,13.0,14.0,17.0,23.0,5.0,4105.0,40.0,1240.0
2026-580,Australian Open,Hard,128,G,20260119,181,207830,,,Tomas Machac,R,183.0,CZE,25.2,126774,31.0,,Stefanos Tsitsipas,R,193.0,GRE,27.4,6-4 3-6 7-6(5) 7-6(5),5,R64,188.0,6.0,6.0,139.0,94.0,65.0,30.0,22.0,7.0,10.0,24.0,8.0,133.0,75.0,61.0,30.0,21.0,0.0,3.0,24.0,1610.0,35.0,1455.0
2026-580,Australian Open,Hard,128,G,20260119,182,104527,,WC,Stan Wawrinka,R,183.0,SUI,40.8,210338,,Q,Arthur Gea,R,180.0,FRA,21.0,4-6 6-3 3-6 7-5 7-6(3),5,R64,273.0,11.0,3.0,176.0,109.0,74.0,41.0,26.0,10.0,14.0,13.0,7.0,170.0,100.0,73.0,33.0,26.0,9.0,13.0,139.0,437.0,198.0,300.0
2026-580,Australian Open,Hard,128,G,20260119,183,126203,9.0,,Taylor Fritz,R,196.0,USA,28.2,200240,,,Vit Kopriva,R,178.0,CZE,28.5,6-1 6-4 7-6(4),5,R64,118.0,15.0,1.0,88.0,68.0,54.0,13.0,15.0,2.0,3.0,3.0,2.0,86.0,48.0,30.0,22.0,14.0,3.0,7.0,9.0,3840.0,101.0,626.0
2026-580,Australian Open,Hard,128,G,20260119,184,210150,16.0,,Jakub Mensik,R,193.0,CZE,20.3,212588,,Q,Rafael Jodar,U,,ESP,19.3,6-2 6-4 6-4,5,R64,118.0,9.0,2.0,90.0,55.0,44.0,15.0,14.0,4.0,6.0,3.0,1.0,85.0,52.0,32.0,15.0,14.0,5.0,11.0,17.0,2345.0,150.0,418.0
2026-580,Australian Open,Hard,128,G,20260119,185,210319,,,Ethan Quinn,R,191.0,USA,21.8,128034,,,Hubert Hurkacz,R,196.0,POL,28.9,6-4 7-6(5) 6-1,5,R64,135.0,12.0,2.0,108.0,72.0,56.0,21.0,15.0,8.0,8.0,9.0,1.0,95.0,57.0,38.0,20.0,14.0,4.0,7.0,80.0,733.0,55.0,965.0
2026-580,Australian Open,Hard,128,G,20260119,186,122298,,,Botic Van De Zandschulp,R,191.0,NED,30.2,209992,,,Juncheng Shang,L,180.0,CHN,20.9,7-6(6) 6-2 6-3,5,R64,134.0,15.0,6.0,94.0,63.0,55.0,14.0,15.0,1.0,1.0,2.0,3.0,101.0,62.0,44.0,18.0,14.0,9.0,13.0,75.0,759.0,318.0,165.0
2026-580,Australian Open,Hard,128,G,20260119,187,104925,4.0,,Novak Djokovic,R,188.0,SRB,38.6,208353,,Q,Francesco Maestrelli,R,196.0,ITA,23.0,6-3 6-2 6-2,5,R64,135.0,5.0,4.0,78.0,50.0,43.0,11.0,13.0,4.0,5.0,10.0,4.0,93.0,55.0,30.0,15.0,12.0,10.0,16.0,4.0,4780.0,141.0,436.0
2026-580,Australian Open,Hard,128,G,20260119,188,210097,8.0,,Ben Shelton,L,193.0,USA,23.2,208013,,Q,Dane Sweeny,R,170.0,AUS,24.9,6-3 6-2 6-2,5,R64,102.0,19.0,2.0,64.0,43.0,38.0,15.0,13.0,0.0,0.0,0.0,5.0,80.0,56.0,34.0,10.0,12.0,7.0,12.0,7.0,4000.0,182.0,325.0
2026-580,Australian Open,Hard,128,G,20260119,189,200473,30.0,,Valentin Vacherot,R,193.0,MON,27.1,208014,,WC,Rinky Hijikata,R,178.0,AUS,24.9,6-1 6-3 4-6 6-2,5,R64,148.0,15.0,4.0,99.0,60.0,50.0,22.0,17.0,4.0,5.0,5.0,5.0,109.0,77.0,47.0,16.0,17.0,5.0,11.0,31.0,1519.0,114.0,542.0
2026-580,Australian Open,Hard,128,G,20260119,190,105227,,,Marin Cilic,R,198.0,CRO,37.3,133430,21.0,,Denis Shapovalov,L,185.0,CAN,26.7,6-4 6-3 6-2,5,R64,129.0,5.0,5.0,90.0,50.0,42.0,18.0,14.0,4.0,6.0,3.0,7.0,81.0,42.0,28.0,13.0,13.0,6.0,12.0,70.0,790.0,23.0,1650.0
2026-580,Australian Open,Hard,128,G,20260119,191,134770,12.0,,Casper Ruud,R,183.0,NOR,27.0,144719,,,Jaume Munar,R,183.0,ESP,28.7,6-3 7-5 6-4,5,R64,147.0,5.0,3.0,97.0,56.0,45.0,24.0,16.0,2.0,2.0,5.0,4.0,89.0,43.0,30.0,28.0,15.0,7.0,10.0,13.0,2795.0,39.0,1335.0
2026-580,Australian Open,Hard,128,G,20260119,192,111575,15.0,,Karen Khachanov,R,198.0,RUS,29.6,210460,,Q,Nishesh Basavareddy,R,180.0,USA,20.7,6-1 6-4 6-3,5,R64,117.0,15.0,1.0,70.0,49.0,41.0,14.0,13.0,4.0,4.0,10.0,3.0,92.0,43.0,31.0,18.0,13.0,7.0,12.0,18.0,2320.0,242.0,230.0
2026-580,Australian Open,Hard,128,G,20260119,193,209260,22.0,,Luciano Darderi,R,183.0,ITA,23.9,202104,,,Sebastian Baez,R,170.0,ARG,25.0,6-3 1-6 6-4 6-3,5,R64,148.0,10.0,1.0,104.0,61.0,39.0,23.0,18.0,5.0,10.0,4.0,3.0,105.0,72.0,43.0,17.0,17.0,8.0,14.0,25.0,1599.0,36.0,1390.0
2026-580,Australian Open,Hard,128,G,20260119,194,208118,,,Eliot Spizzirri,R,183.0,USA,24.0,200059,,Q,Yibing Wu,R,183.0,CHN,26.2,6-2 6-4 6-7(4) 4-6 6-3,5,R64,223.0,8.0,4.0,170.0,117.0,81.0,28.0,25.0,11.0,14.0,11.0,6.0,164.0,109.0,76.0,23.0,24.0,9.0,15.0,85.0,725.0,168.0,347.0
2026-580,Australian Open,Hard,128,G,20260119,195,206173,2.0,,Jannik Sinner,R,191.0,ITA,24.4,105902,,WC,James Duckworth,R,183.0,AUS,33.9,6-1 6-4 6-2,5,R64,109.0,18.0,2.0,77.0,50.0,43.0,15.0,13.0,3.0,3.0,9.0,4.0,79.0,50.0,35.0,8.0,12.0,9.0,14.0,2.0,11500.0,88.0,694.0
2026-580,Australian Open,Hard,128,G,20260119,196,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,22.7,144895,32.0,,Corentin Moutet,L,180.0,FRA,26.7,6-2 6-4 6-1,5,R32,125.0,3.0,1.0,72.0,51.0,37.0,11.0,13.0,2.0,4.0,0.0,5.0,93.0,57.0,30.0,14.0,12.0,5.0,13.0,1.0,12050.0,37.0,1383.0
2026-580,Australian Open,Hard,128,G,20260119,197,126205,19.0,,Tommy Paul,R,185.0,USA,28.6,200221,14.0,,Alejandro Davidovich Fokina,R,183.0,ESP,26.6,6-1 6-1 0-0 RET,5,R32,59.0,3.0,0.0,32.0,20.0,19.0,9.0,7.0,0.0,0.0,3.0,4.0,51.0,31.0,14.0,9.0,7.0,3.0,8.0,20.0,2050.0,14.0,2635.0
2026-580,Australian Open,Hard,128,G,20260119,198,122330,10.0,,Alexander Bublik,R,196.0,KAZ,28.5,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,26.5,7-6(4) 7-6(5) 6-4,5,R32,157.0,21.0,2.0,104.0,67.0,60.0,23.0,17.0,3.0,3.0,10.0,1.0,112.0,74.0,56.0,24.0,17.0,3.0,4.0,10.0,3065.0,62.0,895.0
2026-580,Australian Open,Hard,128,G,20260119,199,200282,6.0,,Alex De Minaur,R,183.0,AUS,26.9,126207,29.0,,Frances Tiafoe,R,188.0,USA,27.9,6-3 6-4 7-5,5,R32,163.0,8.0,6.0,97.0,60.0,47.0,19.0,16.0,3.0,5.0,6.0,1.0,101.0,60.0,36.0,21.0,15.0,7.0,12.0,6.0,4080.0,34.0,1500.0
2026-580,Australian Open,Hard,128,G,20260119,200,100644,3.0,,Alexander Zverev,R,198.0,GER,28.7,111815,26.0,,Cameron Norrie,L,188.0,GBR,30.4,7-5 4-6 6-3 6-1,5,R32,166.0,16.0,1.0,106.0,76.0,59.0,16.0,19.0,3.0,5.0,5.0,2.0,116.0,76.0,49.0,22.0,19.0,8.0,14.0,3.0,5105.0,27.0,1553.0
2026-580,Australian Open,Hard,128,G,20260119,201,202103,18.0,,Francisco Cerundolo,R,185.0,ARG,27.4,126094,13.0,,Andrey Rublev,R,188.0,RUS,28.2,6-3 7-6(4) 6-3,5,R32,128.0,8.0,2.0,99.0,61.0,49.0,23.0,15.0,2.0,3.0,5.0,5.0,81.0,43.0,38.0,16.0,15.0,3.0,6.0,21.0,2035.0,15.0,2600.0
2026-580,Australian Open,Hard,128,G,20260119,202,106421,11.0,,Daniil Medvedev,R,198.0,RUS,29.9,206681,,,Fabian Marozsan,R,193.0,HUN,26.2,6-7(5) 4-6 7-5 6-0 6-3,5,R32,223.0,19.0,10.0,146.0,94.0,61.0,30.0,25.0,5.0,12.0,0.0,2.0,188.0,134.0,82.0,16.0,24.0,17.0,28.0,12.0,2910.0,47.0,1065.0
2026-580,Australian Open,Hard,128,G,20260119,203,210530,25.0,,Learner Tien,L,180.0,USA,20.1,132686,,,Nuno Borges,R,185.0,POR,28.9,7-6(9) 6-4 6-2,5,R32,124.0,8.0,5.0,100.0,67.0,49.0,18.0,15.0,4.0,6.0,8.0,2.0,96.0,79.0,51.0,7.0,15.0,3.0,8.0,29.0,1540.0,46.0,1070.0
2026-580,Australian Open,Hard,128,G,20260119,204,207518,5.0,,Lorenzo Musetti,R,185.0,ITA,23.8,207830,,,Tomas Machac,R,183.0,CZE,25.2,5-7 6-4 6-2 5-7 6-2,5,R32,267.0,10.0,5.0,153.0,86.0,63.0,33.0,25.0,10.0,15.0,3.0,3.0,197.0,126.0,77.0,30.0,25.0,18.0,26.0,5.0,4105.0,24.0,1610.0
2026-580,Australian Open,Hard,128,G,20260119,205,126203,9.0,,Taylor Fritz,R,196.0,USA,28.2,104527,,WC,Stan Wawrinka,R,183.0,SUI,40.8,7-6(5) 2-6 6-4 6-4,5,R32,166.0,30.0,1.0,120.0,84.0,71.0,18.0,20.0,5.0,7.0,15.0,3.0,114.0,69.0,59.0,25.0,20.0,5.0,7.0,9.0,3840.0,139.0,437.0
2026-580,Australian Open,Hard,128,G,20260119,206,210150,16.0,,Jakub Mensik,R,193.0,CZE,20.3,210319,,,Ethan Quinn,R,191.0,USA,21.8,6-2 7-6(5) 7-6(5),5,R32,149.0,10.0,8.0,102.0,51.0,38.0,29.0,16.0,3.0,6.0,9.0,7.0,106.0,54.0,39.0,23.0,16.0,5.0,10.0,17.0,2345.0,80.0,733.0
2026-580,Australian Open,Hard,128,G,20260119,207,104925,4.0,,Novak Djokovic,R,188.0,SRB,38.6,122298,,,Botic Van De Zandschulp,R,191.0,NED,30.2,6-3 6-4 7-6(4),5,R32,164.0,11.0,6.0,96.0,61.0,47.0,21.0,16.0,5.0,7.0,15.0,4.0,104.0,62.0,42.0,18.0,15.0,5.0,9.0,4.0,4780.0,75.0,759.0
2026-580,Australian Open,Hard,128,G,20260119,208,210097,8.0,,Ben Shelton,L,193.0,USA,23.2,200473,30.0,,Valentin Vacherot,R,193.0,MON,27.1,6-4 6-4 7-6(5),5,R32,137.0,15.0,1.0,96.0,62.0,50.0,22.0,16.0,1.0,1.0,12.0,4.0,91.0,63.0,50.0,13.0,16.0,2.0,4.0,7.0,4000.0,31.0,1519.0
2026-580,Australian Open,Hard,128,G,20260119,209,134770,12.0,,Casper Ruud,R,183.0,NOR,27.0,105227,,,Marin Cilic,R,198.0,CRO,37.3,6-4 6-4 3-6 7-5,5,R32,184.0,25.0,4.0,123.0,87.0,68.0,15.0,21.0,8.0,10.0,18.0,6.0,123.0,65.0,51.0,31.0,20.0,3.0,7.0,13.0,2795.0,70.0,790.0
2026-580,Australian Open,Hard,128,G,20260119,210,209260,22.0,,Luciano Darderi,R,183.0,ITA,23.9,111575,15.0,,Karen Khachanov,R,198.0,RUS,29.6,7-6(5) 3-6 6-3 6-4,5,R32,203.0,17.0,4.0,125.0,74.0,58.0,28.0,20.0,2.0,4.0,14.0,4.0,139.0,88.0,62.0,28.0,20.0,5.0,8.0,25.0,1599.0,18.0,2320.0
2026-580,Australian Open,Hard,128,G,20260119,211,206173,2.0,,Jannik Sinner,R,191.0,ITA,24.4,208118,,,Eliot Spizzirri,R,183.0,USA,24.0,4-6 6-3 6-4 6-4,5,R32,225.0,17.0,4.0,132.0,88.0,57.0,19.0,20.0,10.0,16.0,6.0,3.0,108.0,70.0,46.0,17.0,19.0,3.0,11.0,2.0,11500.0,85.0,725.0
2026-580,Australian Open,Hard,128,G,20260119,212,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,22.7,126205,19.0,,Tommy Paul,R,185.0,USA,28.6,7-6(6) 6-4 7-5,5,R16,164.0,2.0,0.0,94.0,66.0,52.0,19.0,17.0,1.0,2.0,7.0,5.0,109.0,59.0,48.0,23.0,17.0,7.0,10.0,1.0,12050.0,20.0,2050.0
2026-580,Australian Open,Hard,128,G,20260119,213,200282,6.0,,Alex De Minaur,R,183.0,AUS,26.9,122330,10.0,,Alexander Bublik,R,196.0,KAZ,28.5,6-4 6-1 6-1,5,R16,92.0,5.0,1.0,62.0,37.0,30.0,18.0,12.0,0.0,0.0,6.0,4.0,81.0,52.0,28.0,12.0,12.0,5.0,11.0,6.0,4080.0,10.0,3065.0
2026-580,Australian Open,Hard,128,G,20260119,214,100644,3.0,,Alexander Zverev,R,198.0,GER,28.7,202103,18.0,,Francisco Cerundolo,R,185.0,ARG,27.4,6-2 6-4 6-4,5,R16,132.0,7.0,2.0,75.0,58.0,46.0,10.0,14.0,1.0,2.0,0.0,0.0,94.0,61.0,40.0,14.0,14.0,3.0,8.0,3.0,5105.0,21.0,2035.0
2026-580,Australian Open,Hard,128,G,20260119,215,210530,25.0,,Learner Tien,L,180.0,USA,20.1,106421,11.0,,Daniil Medvedev,R,198.0,RUS,29.9,6-4 6-0 6-3,5,R16,102.0,5.0,1.0,68.0,44.0,31.0,16.0,13.0,0.0,1.0,6.0,6.0,85.0,58.0,34.0,7.0,12.0,3.0,10.0,29.0,1540.0,12.0,2910.0
2026-580,Australian Open,Hard,128,G,20260119,216,207518,5.0,,Lorenzo Musetti,R,185.0,ITA,23.8,126203,9.0,,Taylor Fritz,R,196.0,USA,28.2,6-2 7-5 6-4,5,R16,123.0,13.0,2.0,81.0,55.0,46.0,18.0,15.0,2.0,2.0,10.0,1.0,84.0,50.0,32.0,19.0,15.0,5.0,9.0,5.0,4105.0,9.0,3840.0
2026-580,Australian Open,Hard,128,G,20260119,217,104925,4.0,,Novak Djokovic,R,188.0,SRB,38.6,210150,16.0,,Jakub Mensik,R,193.0,CZE,20.3,W/O,5,R16,,,,,,,,,,,,,,,,,,,,4.0,4780.0,17.0,2345.0
2026-580,Australian Open,Hard,128,G,20260119,218,210097,8.0,,Ben Shelton,L,193.0,USA,23.2,134770,12.0,,Casper Ruud,R,183.0,NOR,27.0,3-6 6-4 6-3 6-4,5,R16,156.0,14.0,4.0,96.0,63.0,52.0,24.0,19.0,2.0,3.0,9.0,6.0,125.0,89.0,59.0,22.0,19.0,8.0,11.0,7.0,4000.0,13.0,2795.0
2026-580,Australian Open,Hard,128,G,20260119,219,206173,2.0,,Jannik Sinner,R,191.0,ITA,24.4,209260,22.0,,Luciano Darderi,R,183.0,ITA,23.9,6-1 6-3 7-6(2),5,R16,129.0,19.0,0.0,86.0,62.0,50.0,15.0,14.0,6.0,6.0,11.0,5.0,97.0,55.0,40.0,17.0,14.0,4.0,8.0,2.0,11500.0,25.0,1599.0
2026-580,Australian Open,Hard,128,G,20260119,220,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,22.7,200282,6.0,,Alex De Minaur,R,183.0,AUS,26.9,7-5 6-2 6-1,5,QF,135.0,5.0,3.0,83.0,48.0,37.0,19.0,14.0,5.0,7.0,1.0,0.0,93.0,51.0,30.0,16.0,13.0,9.0,16.0,1.0,12050.0,6.0,4080.0
2026-580,Australian Open,Hard,128,G,20260119,221,100644,3.0,,Alexander Zverev,R,198.0,GER,28.7,210530,25.0,,Learner Tien,L,180.0,USA,20.1,6-3 6-7(5) 6-1 7-6(3),5,QF,190.0,24.0,1.0,133.0,96.0,73.0,24.0,20.0,3.0,3.0,11.0,9.0,130.0,82.0,61.0,21.0,20.0,4.0,7.0,3.0,5105.0,29.0,1540.0
2026-580,Australian Open,Hard,128,G,20260119,222,104925,4.0,,Novak Djokovic,R,188.0,SRB,38.6,207518,5.0,,Lorenzo Musetti,R,185.0,ITA,23.8,4-6 3-6 3-1 RET,5,QF,128.0,4.0,1.0,85.0,54.0,33.0,12.0,12.0,6.0,11.0,4.0,3.0,64.0,39.0,25.0,12.0,11.0,3.0,6.0,4.0,4780.0,5.0,4105.0
2026-580,Australian Open,Hard,128,G,20260119,223,206173,2.0,,Jannik Sinner,R,191.0,ITA,24.4,210097,8.0,,Ben Shelton,L,193.0,USA,23.2,6-3 6-4 6-4,5,QF,143.0,5.0,2.0,91.0,54.0,42.0,24.0,15.0,4.0,4.0,8.0,3.0,102.0,70.0,48.0,13.0,14.0,9.0,12.0,2.0,11500.0,7.0,4000.0
