tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-580,Australian Open,Hard,128,G,20260119,184,222328,13.0,,Linda Noskova,R,,CZE,21.1,223194,,WC,Taylah Preston,R,,AUS,20.2,6-2 4-6 6-2,3,R64,104.0,11.0,4.0,89.0,45.0,30.0,22.0,13.0,9.0,12.0,4.0,4.0,80.0,45.0,26.0,15.0,13.0,2.0,8.0,13,2641,161.0,443.0
2026-580,Australian Open,Hard,128,G,20260119,185,216133,,,Xin Yu Wang,R,182.0,CHN,24.3,211533,24.0,,Jelena Ostapenko,R,177.0,LAT,28.6,4-6 6-4 6-4,3,R64,139.0,6.0,3.0,108.0,73.0,46.0,12.0,15.0,11.0,18.0,1.0,6.0,93.0,56.0,35.0,9.0,15.0,8.0,16.0,46,1197,24.0,1741.0
2026-580,Australian Open,Hard,128,G,20260119,186,220548,,,Peyton Stearns,R,,USA,24.2,238075,,,Petra Marcinko,U,,CRO,20.1,6-2 7-5,3,R64,80.0,4.0,1.0,68.0,37.0,31.0,15.0,10.0,5.0,6.0,3.0,5.0,51.0,29.0,20.0,10.0,10.0,0.0,4.0,68,987,81.0,854.0
2026-580,Australian Open,Hard,128,G,20260119,187,216153,4.0,,Amanda Anisimova,R,180.0,USA,24.3,211701,,,Katerina Siniakova,R,174.0,CZE,29.6,6-1 6-4,3,R64,103.0,3.0,8.0,86.0,51.0,37.0,15.0,9.0,12.0,13.0,1.0,7.0,68.0,39.0,24.0,9.0,8.0,10.0,14.0,4,6320,45.0,1215.0
2026-580,Australian Open,Hard,128,G,20260119,188,214981,5.0,,Elena Rybakina,R,184.0,KAZ,26.5,219875,,,Varvara Gracheva,R,,FRA,25.4,7-5 6-2,3,R64,75.0,5.0,0.0,58.0,34.0,26.0,14.0,10.0,5.0,7.0,3.0,2.0,56.0,35.0,20.0,9.0,10.0,2.0,7.0,5,5850,77.0,887.0
2026-580,Australian Open,Hard,128,G,20260119,189,238184,,,Tereza Valentova,U,,CZE,18.9,222258,,Q,Linda Fruhvirtova,R,,CZE,20.7,7-5 2-6 6-3,3,R64,161.0,1.0,3.0,99.0,54.0,33.0,19.0,15.0,6.0,12.0,4.0,8.0,112.0,64.0,39.0,16.0,14.0,10.0,17.0,54,1121,132.0,548.0
2026-580,Australian Open,Hard,128,G,20260119,190,210722,21.0,,Elise Mertens,R,179.0,BEL,30.1,220416,,,Moyuka Uchijima,R,171.0,JPN,24.4,6-3 6-1,3,R64,76.0,2.0,5.0,45.0,22.0,17.0,9.0,8.0,0.0,2.0,0.0,4.0,54.0,26.0,12.0,9.0,8.0,3.0,9.0,21,1956,88.0,822.0
2026-580,Australian Open,Hard,128,G,20260119,191,223360,,Q,Nikola Bartunkova,R,,CZE,19.8,202505,10.0,,Belinda Bencic,R,175.0,SUI,28.8,6-3 0-6 6-4,3,R64,131.0,1.0,2.0,77.0,40.0,24.0,15.0,13.0,3.0,9.0,2.0,4.0,74.0,49.0,31.0,8.0,12.0,4.0,9.0,126,582,10.0,3512.0
2026-580,Australian Open,Hard,128,G,20260119,192,211768,16.0,,Naomi Osaka,R,180.0,JPN,28.2,201514,,,Sorana Cirstea,R,176.0,ROU,35.7,6-3 4-6 6-2,3,R64,120.0,3.0,0.0,83.0,54.0,37.0,16.0,14.0,5.0,8.0,1.0,0.0,73.0,46.0,26.0,16.0,13.0,3.0,8.0,17,2366,41.0,1249.0
2026-580,Australian Open,Hard,128,G,20260119,193,213666,,Q,Maddison Inglis,R,171.0,AUS,28.0,201696,,,Laura Siegemund,R,168.0,GER,37.8,6-4 6-7(3) 7-6(7),3,R64,200.0,2.0,3.0,110.0,68.0,42.0,22.0,17.0,5.0,10.0,7.0,4.0,116.0,82.0,51.0,16.0,17.0,4.0,10.0,168,418,48.0,1171.0
2026-580,Australian Open,Hard,128,G,20260119,194,214939,31.0,,Anna Kalinskaya,R,175.0,RUS,27.1,211814,,,Julia Grabher,R,170.0,AUT,29.5,6-3 6-3,3,R64,73.0,2.0,3.0,51.0,32.0,21.0,10.0,9.0,2.0,5.0,2.0,4.0,64.0,42.0,24.0,4.0,9.0,3.0,9.0,33,1511,95.0,799.0
2026-580,Australian Open,Hard,128,G,20260119,195,216347,2.0,,Iga Swiatek,R,176.0,POL,24.6,213631,,,Marie Bouzkova,R,180.0,CZE,27.4,6-2 6-3,3,R64,79.0,3.0,1.0,56.0,38.0,27.0,9.0,9.0,2.0,4.0,0.0,4.0,50.0,31.0,14.0,9.0,8.0,3.0,8.0,2,8328,44.0,1225.0
2026-580,Australian Open,Hard,128,G,20260119,196,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.7,215713,,,Anastasia Potapova,R,175.0,RUS,24.8,7-6(4) 7-6(7),3,R32,122.0,3.0,2.0,86.0,63.0,38.0,15.0,12.0,3.0,7.0,2.0,6.0,91.0,44.0,26.0,23.0,12.0,4.0,8.0,1,10990,55.0,1106.0
2026-580,Australian Open,Hard,128,G,20260119,197,239475,17.0,,Victoria Mboko,R,,CAN,19.4,220704,14.0,,Clara Tauson,R,182.0,DEN,23.0,7-6(5) 5-7 6-3,3,R32,139.0,6.0,9.0,99.0,63.0,42.0,17.0,17.0,1.0,6.0,5.0,4.0,102.0,62.0,39.0,21.0,16.0,8.0,13.0,16,2447,14.0,2530.0
2026-580,Australian Open,Hard,128,G,20260119,198,201709,,,Yulia Putintseva,R,163.0,KAZ,31.0,220309,,Q,Zeynep Sonmez,R,,TUR,23.7,6-3 6-7(3) 6-3,3,R32,154.0,2.0,1.0,106.0,77.0,52.0,11.0,15.0,9.0,13.0,1.0,4.0,93.0,61.0,38.0,12.0,15.0,7.0,13.0,94,799,112.0,694.0
2026-580,Australian Open,Hard,128,G,20260119,199,260300,29.0,,Iva Jovic,R,,USA,18.1,211148,7.0,,Jasmine Paolini,R,160.0,ITA,30.0,6-2 7-6(3),3,R32,106.0,3.0,2.0,59.0,34.0,20.0,14.0,10.0,2.0,6.0,0.0,0.0,71.0,46.0,23.0,10.0,10.0,6.0,12.0,27,1671,8.0,4267.0
2026-580,Australian Open,Hard,128,G,20260119,200,221103,3.0,,Coco Gauff,R,175.0,USA,21.8,221024,,,Hailey Baptiste,R,,USA,24.2,3-6 6-0 6-3,3,R32,110.0,0.0,6.0,61.0,40.0,33.0,10.0,12.0,1.0,3.0,2.0,2.0,93.0,55.0,33.0,17.0,12.0,5.0,10.0,3,6423,70.0,979.0
2026-580,Australian Open,Hard,128,G,20260119,201,214096,19.0,,Karolina Muchova,R,178.0,CZE,29.4,202663,,,Magda Linette,R,171.0,POL,33.9,6-1 6-1,3,R32,63.0,1.0,1.0,38.0,21.0,19.0,10.0,7.0,1.0,1.0,2.0,4.0,49.0,29.0,12.0,9.0,7.0,4.0,9.0,19,2083,50.0,1157.0
2026-580,Australian Open,Hard,128,G,20260119,202,202494,12.0,,Elina Svitolina,R,174.0,UKR,31.3,223670,23.0,,Diana Shnaider,L,,RUS,21.7,7-6(4) 6-3,3,R32,93.0,5.0,5.0,77.0,43.0,30.0,16.0,11.0,1.0,5.0,0.0,3.0,63.0,37.0,22.0,10.0,10.0,1.0,6.0,12,2856,22.0,1953.0
2026-580,Australian Open,Hard,128,G,20260119,203,259799,8.0,,Mirra Andreeva,R,,RUS,18.7,211817,,,Elena Gabriela Ruse,R,,ROU,28.2,6-3 6-4,3,R32,95.0,1.0,3.0,64.0,41.0,27.0,14.0,10.0,6.0,8.0,0.0,3.0,62.0,38.0,24.0,8.0,9.0,3.0,7.0,7,4731,79.0,872.0
2026-580,Australian Open,Hard,128,G,20260119,204,202468,6.0,,Jessica Pegula,R,170.0,USA,31.9,221407,,,Oksana Selekhmeteva,L,,RUS,23.0,6-3 6-2,3,R32,66.0,0.0,0.0,43.0,25.0,22.0,11.0,9.0,2.0,2.0,3.0,0.0,61.0,47.0,27.0,5.0,8.0,4.0,8.0,6,5453,101.0,769.0
2026-580,Australian Open,Hard,128,G,20260119,205,201619,9.0,,Madison Keys,R,178.0,USA,30.9,201662,,,Karolina Pliskova,R,184.0,CZE,33.8,6-3 6-3,3,R32,75.0,6.0,5.0,54.0,37.0,28.0,8.0,9.0,1.0,2.0,1.0,6.0,70.0,48.0,27.0,10.0,9.0,5.0,9.0,9,4111,1057.0,16.0
2026-580,Australian Open,Hard,128,G,20260119,206,216133,,,Xin Yu Wang,R,182.0,CHN,24.3,222328,13.0,,Linda Noskova,R,,CZE,21.1,7-5 6-4,3,R32,87.0,5.0,5.0,71.0,38.0,29.0,16.0,11.0,6.0,8.0,4.0,4.0,61.0,36.0,27.0,10.0,11.0,1.0,5.0,46,1197,13.0,2641.0
2026-580,Australian Open,Hard,128,G,20260119,207,216153,4.0,,Amanda Anisimova,R,180.0,USA,24.3,220548,,,Peyton Stearns,R,,USA,24.2,6-1 6-4,3,R32,71.0,4.0,7.0,61.0,37.0,28.0,9.0,9.0,6.0,8.0,2.0,1.0,46.0,25.0,15.0,6.0,8.0,3.0,8.0,4,6320,68.0,987.0
2026-580,Australian Open,Hard,128,G,20260119,208,214981,5.0,,Elena Rybakina,R,184.0,KAZ,26.5,238184,,,Tereza Valentova,U,,CZE,18.9,6-2 6-3,3,R32,82.0,4.0,1.0,61.0,38.0,24.0,14.0,9.0,7.0,9.0,4.0,8.0,58.0,29.0,19.0,9.0,8.0,2.0,7.0,5,5850,54.0,1121.0
2026-580,Australian Open,Hard,128,G,20260119,209,210722,21.0,,Elise Mertens,R,179.0,BEL,30.1,223360,,Q,Nikola Bartunkova,R,,CZE,19.8,6-0 6-4,3,R32,76.0,8.0,2.0,49.0,34.0,27.0,6.0,8.0,1.0,2.0,1.0,3.0,56.0,37.0,21.0,4.0,8.0,5.0,10.0,21,1956,126.0,582.0
2026-580,Australian Open,Hard,128,G,20260119,210,213666,,Q,Maddison Inglis,R,171.0,AUS,28.0,211768,16.0,,Naomi Osaka,R,180.0,JPN,28.2,W/O,3,R32,0.0,,,,,,,,,,,,,,,,,,,168,418,17.0,2366.0
2026-580,Australian Open,Hard,128,G,20260119,211,216347,2.0,,Iga Swiatek,R,176.0,POL,24.6,214939,31.0,,Anna Kalinskaya,R,175.0,RUS,27.1,6-1 1-6 6-1,3,R32,104.0,2.0,4.0,68.0,41.0,27.0,14.0,11.0,4.0,7.0,2.0,2.0,68.0,48.0,23.0,12.0,10.0,6.0,11.0,2,8328,33.0,1511.0
2026-580,Australian Open,Hard,128,G,20260119,212,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.7,239475,17.0,,Victoria Mboko,R,,CAN,19.4,6-1 7-6(1),3,R16,86.0,6.0,3.0,78.0,53.0,34.0,13.0,10.0,4.0,6.0,3.0,3.0,53.0,35.0,18.0,7.0,9.0,1.0,5.0,1,10990,16.0,2447.0
2026-580,Australian Open,Hard,128,G,20260119,213,260300,29.0,,Iva Jovic,R,,USA,18.1,201709,,,Yulia Putintseva,R,163.0,KAZ,31.0,6-0 6-1,3,R16,53.0,3.0,1.0,38.0,27.0,18.0,8.0,7.0,3.0,4.0,0.0,3.0,36.0,22.0,6.0,5.0,6.0,6.0,12.0,27,1671,94.0,799.0
2026-580,Australian Open,Hard,128,G,20260119,214,221103,3.0,,Coco Gauff,R,175.0,USA,21.8,214096,19.0,,Karolina Muchova,R,178.0,CZE,29.4,6-1 3-6 6-3,3,R16,119.0,2.0,3.0,80.0,54.0,35.0,18.0,13.0,3.0,5.0,2.0,1.0,75.0,58.0,35.0,9.0,12.0,4.0,8.0,3,6423,19.0,2083.0
2026-580,Australian Open,Hard,128,G,20260119,215,202494,12.0,,Elina Svitolina,R,174.0,UKR,31.3,259799,8.0,,Mirra Andreeva,R,,RUS,18.7,6-2 6-4,3,R16,83.0,4.0,1.0,61.0,37.0,22.0,13.0,9.0,7.0,9.0,1.0,3.0,58.0,38.0,24.0,5.0,9.0,5.0,10.0,12,2856,7.0,4731.0
2026-580,Australian Open,Hard,128,G,20260119,216,202468,6.0,,Jessica Pegula,R,170.0,USA,31.9,201619,9.0,,Madison Keys,R,178.0,USA,30.9,6-3 6-4,3,R16,78.0,2.0,1.0,66.0,39.0,27.0,13.0,10.0,4.0,6.0,4.0,6.0,59.0,37.0,23.0,7.0,9.0,1.0,5.0,6,5453,9.0,4111.0
2026-580,Australian Open,Hard,128,G,20260119,217,216153,4.0,,Amanda Anisimova,R,180.0,USA,24.3,216133,,,Xin Yu Wang,R,182.0,CHN,24.3,7-6(4) 6-4,3,R16,102.0,7.0,1.0,58.0,43.0,33.0,12.0,11.0,0.0,1.0,6.0,3.0,85.0,62.0,42.0,12.0,11.0,8.0,10.0,4,6320,46.0,1197.0
2026-580,Australian Open,Hard,128,G,20260119,218,214981,5.0,,Elena Rybakina,R,184.0,KAZ,26.5,210722,21.0,,Elise Mertens,R,179.0,BEL,30.1,6-1 6-3,3,R16,77.0,10.0,1.0,49.0,32.0,23.0,12.0,8.0,1.0,1.0,3.0,6.0,60.0,28.0,19.0,11.0,8.0,5.0,9.0,5,5850,21.0,1956.0
2026-580,Australian Open,Hard,128,G,20260119,219,216347,2.0,,Iga Swiatek,R,176.0,POL,24.6,213666,,Q,Maddison Inglis,R,171.0,AUS,28.0,6-0 6-3,3,R16,73.0,0.0,1.0,43.0,24.0,20.0,12.0,8.0,2.0,3.0,1.0,1.0,49.0,29.0,14.0,7.0,7.0,1.0,6.0,2,8328,168.0,418.0
2026-580,Australian Open,Hard,128,G,20260119,220,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.7,260300,29.0,,Iva Jovic,R,,USA,18.1,6-3 6-0,3,QF,89.0,7.0,3.0,56.0,36.0,30.0,8.0,8.0,5.0,5.0,1.0,1.0,56.0,33.0,18.0,9.0,7.0,5.0,9.0,1,10990,27.0,1671.0
2026-580,Australian Open,Hard,128,G,20260119,221,202494,12.0,,Elina Svitolina,R,174.0,UKR,31.3,221103,3.0,,Coco Gauff,R,175.0,USA,21.8,6-1 6-2,3,QF,59.0,4.0,0.0,45.0,31.0,22.0,7.0,8.0,1.0,2.0,0.0,5.0,43.0,32.0,13.0,2.0,7.0,1.0,7.0,12,2856,3.0,6423.0
2026-580,Australian Open,Hard,128,G,20260119,222,202468,6.0,,Jessica Pegula,R,170.0,USA,31.9,216153,4.0,,Amanda Anisimova,R,180.0,USA,24.3,6-2 7-6(1),3,QF,95.0,6.0,2.0,62.0,37.0,26.0,16.0,10.0,2.0,4.0,2.0,7.0,71.0,43.0,25.0,11.0,10.0,7.0,11.0,6,5453,4.0,6320.0
2026-580,Australian Open,Hard,128,G,20260119,223,214981,5.0,,Elena Rybakina,R,184.0,KAZ,26.5,216347,2.0,,Iga Swiatek,R,176.0,POL,24.6,7-5 6-1,3,QF,95.0,11.0,3.0,59.0,29.0,23.0,17.0,10.0,3.0,4.0,3.0,1.0,55.0,30.0,18.0,10.0,9.0,3.0,7.0,5,5850,2.0,8328.0
2026-580,Australian Open,Hard,128,G,20260119,224,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.7,202494,12.0,,Elina Svitolina,R,174.0,UKR,31.3,6-2 6-3,3,SF,76.0,0.0,1.0,54.0,36.0,25.0,12.0,9.0,3.0,4.0,2.0,3.0,57.0,32.0,18.0,11.0,8.0,3.0,7.0,1,10990,12.0,2856.0
2026-580,Australian Open,Hard,128,G,20260119,225,214981,5.0,,Elena Rybakina,R,184.0,KAZ,26.5,202468,6.0,,Jessica Pegula,R,170.0,USA,31.9,6-3 7-6(7),3,SF,100.0,6.0,0.0,73.0,40.0,29.0,16.0,11.0,1.0,4.0,2.0,0.0,76.0,49.0,30.0,10.0,10.0,6.0,10.0,5,5850,6.0,5453.0
2026-580,Australian Open,Hard,128,G,20260119,226,214981,5.0,,Elena Rybakina,R,184.0,KAZ,26.5,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.7,6-4 4-6 6-4,3,F,138.0,6.0,3.0,98.0,54.0,41.0,21.0,15.0,6.0,8.0,5.0,2.0,86.0,53.0,40.0,16.0,15.0,3.0,6.0,5,5850,1.0,10990.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,300,239383,,Q,Sara Bejlek,L,,CZE,20.0,206420,2.0,,Ekaterina Alexandrova,R,175.0,RUS,31.2,7-6(5) 6-1,3,F,99.0,4.0,2.0,58.0,41.0,29.0,9.0,9.0,1.0,2.0,0.0,3.0,74.0,44.0,24.0,14.0,10.0,3.0,7.0,101,753,11.0,2983.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,299,239383,,Q,Sara Bejlek,L,,CZE,20.0,220704,3.0,,Clara Tauson,R,182.0,DEN,23.1,7-5 3-6 7-5,3,SF,169.0,0.0,1.0,110.0,79.0,48.0,18.0,17.0,10.0,16.0,0.0,4.0,108.0,72.0,43.0,16.0,16.0,8.0,14.0,101,753,16.0,2345.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,298,206420,2.0,,Ekaterina Alexandrova,R,175.0,RUS,31.2,221024,,WC,Hailey Baptiste,R,,USA,24.2,3-6 7-6(5) 6-3,3,SF,149.0,5.0,6.0,112.0,70.0,49.0,21.0,16.0,6.0,10.0,3.0,5.0,110.0,73.0,49.0,18.0,14.0,7.0,10.0,11,2983,56.0,1071.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,297,239383,,Q,Sara Bejlek,L,,CZE,20.0,222661,,Q,Sonay Kartal,R,,GBR,24.2,6-0 6-2,3,QF,63.0,0.0,4.0,43.0,23.0,17.0,10.0,7.0,1.0,2.0,0.0,0.0,42.0,30.0,12.0,3.0,7.0,5.0,11.0,101,753,61.0,1004.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,296,220704,3.0,,Clara Tauson,R,182.0,DEN,23.1,220520,,,Mccartney Kessler,R,,USA,26.5,6-3 6-4,3,QF,93.0,4.0,5.0,73.0,43.0,30.0,15.0,10.0,4.0,5.0,1.0,1.0,53.0,28.0,12.0,17.0,9.0,2.0,5.0,16,2345,32.0,1395.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,295,221024,,WC,Hailey Baptiste,R,,USA,24.2,214643,5.0,,Liudmila Samsonova,R,180.0,RUS,27.2,6-2 4-6 6-4,3,QF,137.0,4.0,4.0,88.0,43.0,24.0,28.0,14.0,5.0,10.0,0.0,3.0,83.0,47.0,24.0,17.0,14.0,3.0,10.0,56,1071,18.0,2062.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,294,206420,2.0,,Ekaterina Alexandrova,R,175.0,RUS,31.2,223253,,,Alexandra Eala,L,173.0,PHI,20.6,6-3 6-3,3,QF,90.0,4.0,3.0,70.0,40.0,28.0,13.0,9.0,6.0,8.0,0.0,1.0,63.0,44.0,20.0,10.0,9.0,4.0,9.0,11,2983,45.0,1163.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,293,222661,,Q,Sonay Kartal,R,,GBR,24.2,213887,,LL,Renata Zarazua,R,,MEX,28.3,6-0 6-3,3,R16,57.0,1.0,0.0,39.0,30.0,24.0,8.0,8.0,0.0,0.0,0.0,1.0,40.0,31.0,16.0,2.0,7.0,3.0,7.0,61,1004,92.0,804.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,292,239383,,Q,Sara Bejlek,L,,CZE,20.0,211533,7.0,,Jelena Ostapenko,R,177.0,LAT,28.6,6-4 6-3,3,R16,86.0,1.0,1.0,63.0,44.0,28.0,13.0,10.0,1.0,3.0,1.0,2.0,56.0,32.0,19.0,9.0,9.0,5.0,9.0,101,753,24.0,1801.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,291,220704,3.0,,Clara Tauson,R,182.0,DEN,23.1,215899,,Q,Simona Waltert,R,,SUI,25.1,6-3 6-1,3,R16,69.0,3.0,0.0,50.0,36.0,28.0,4.0,8.0,4.0,6.0,1.0,1.0,44.0,32.0,14.0,2.0,8.0,3.0,9.0,16,2345,94.0,786.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,290,220520,,,Mccartney Kessler,R,,USA,26.5,220367,6.0,,Leylah Fernandez,L,168.0,CAN,23.4,6-3 6-2,3,R16,80.0,3.0,3.0,52.0,37.0,28.0,7.0,8.0,5.0,6.0,2.0,8.0,62.0,31.0,19.0,12.0,9.0,5.0,10.0,32,1395,25.0,1701.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,289,214643,5.0,,Liudmila Samsonova,R,180.0,RUS,27.2,222145,,,Janice Tjen,R,,INA,23.7,6-2 6-2,3,R16,72.0,2.0,3.0,45.0,25.0,20.0,15.0,8.0,2.0,2.0,3.0,3.0,48.0,29.0,17.0,7.0,8.0,1.0,5.0,18,2062,47.0,1139.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,288,221024,,WC,Hailey Baptiste,R,,USA,24.2,215613,4.0,,Emma Navarro,R,,USA,24.7,7-6(6) 0-6 6-3,3,R16,126.0,7.0,4.0,92.0,56.0,36.0,16.0,14.0,5.0,9.0,3.0,4.0,81.0,43.0,36.0,16.0,13.0,3.0,5.0,56,1071,17.0,2095.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,287,223253,,,Alexandra Eala,L,173.0,PHI,20.6,205925,,LL,Aliaksandra Sasnovich,R,174.0,BLR,31.8,2-6 6-4 7-6(5),3,R16,171.0,0.0,3.0,113.0,82.0,44.0,16.0,15.0,5.0,11.0,5.0,5.0,119.0,78.0,46.0,22.0,15.0,12.0,17.0,45,1163,109.0,710.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,286,206420,2.0,,Ekaterina Alexandrova,R,175.0,RUS,31.2,215035,,,Dayana Yastremska,R,175.0,UKR,25.7,6-3 6-0,3,R16,70.0,3.0,4.0,48.0,23.0,18.0,12.0,7.0,4.0,5.0,0.0,1.0,59.0,42.0,15.0,9.0,8.0,3.0,9.0,11,2983,43.0,1175.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,284,222661,,Q,Sonay Kartal,R,,GBR,24.2,213710,,,Cristina Bucsa,R,,ESP,28.0,6-3 7-6(8),3,R32,93.0,3.0,0.0,66.0,43.0,29.0,13.0,11.0,2.0,5.0,0.0,7.0,65.0,39.0,27.0,8.0,10.0,2.0,6.0,61,1004,57.0,1069.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,283,239383,,Q,Sara Bejlek,L,,CZE,20.0,221909,,,Ashlyn Krueger,R,185.0,USA,21.7,6-3 6-0,3,R32,67.0,0.0,3.0,51.0,29.0,20.0,15.0,8.0,3.0,3.0,1.0,1.0,43.0,28.0,13.0,5.0,7.0,2.0,6.0,101,753,55.0,1086.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,282,211533,7.0,,Jelena Ostapenko,R,177.0,LAT,28.6,221407,,Q,Oksana Selekhmeteva,L,,RUS,23.0,5-7 7-6(4) 6-2,3,R32,163.0,3.0,8.0,109.0,58.0,42.0,18.0,16.0,6.0,12.0,2.0,5.0,112.0,80.0,47.0,12.0,16.0,10.0,17.0,24,1801,76.0,868.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,280,215899,,Q,Simona Waltert,R,,SUI,25.1,214082,,,Daria Kasatkina,R,170.0,AUS,28.7,7-6(5) 3-6 6-4,3,R32,164.0,3.0,5.0,102.0,69.0,41.0,16.0,15.0,7.0,12.0,0.0,9.0,114.0,81.0,47.0,17.0,16.0,4.0,9.0,94,786,62.0,997.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,279,220520,,,Mccartney Kessler,R,,USA,26.5,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,34.5,6-3 6-3,3,R32,86.0,5.0,6.0,59.0,28.0,18.0,19.0,9.0,6.0,7.0,1.0,11.0,65.0,31.0,24.0,12.0,9.0,6.0,10.0,32,1395,100.0,765.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,278,220367,6.0,,Leylah Fernandez,L,168.0,CAN,23.4,203564,,LL,Chloe Paquet,R,179.0,FRA,31.5,6-0 6-3,3,R32,65.0,0.0,2.0,40.0,21.0,17.0,15.0,8.0,0.0,0.0,2.0,6.0,40.0,22.0,14.0,4.0,7.0,1.0,5.0,25,1701,220.0,323.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,277,214643,5.0,,Liudmila Samsonova,R,180.0,RUS,27.2,213550,,,Sofia Kenin,R,170.0,USA,27.2,6-4 6-0,3,R32,77.0,4.0,6.0,52.0,29.0,20.0,12.0,8.0,3.0,5.0,0.0,5.0,53.0,33.0,15.0,6.0,8.0,3.0,9.0,18,2062,28.0,1567.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,276,222145,,,Janice Tjen,R,,INA,23.7,233741,,,Maya Joint,R,,AUS,19.7,7-6(6) 3-6 6-3,3,R32,135.0,8.0,9.0,104.0,62.0,40.0,21.0,15.0,6.0,10.0,2.0,5.0,105.0,72.0,50.0,14.0,15.0,3.0,7.0,47,1139,29.0,1549.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,275,221024,,WC,Hailey Baptiste,R,,USA,24.2,267439,,WC,Teodora Kostovic,R,,SRB,18.5,4-6 6-3 6-4,3,R32,140.0,3.0,2.0,88.0,58.0,40.0,13.0,15.0,1.0,5.0,4.0,5.0,107.0,67.0,44.0,16.0,14.0,10.0,15.0,56,1071,171.0,416.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,273,205925,,LL,Aliaksandra Sasnovich,R,174.0,BLR,31.8,211651,8.0,,Paula Badosa,R,180.0,ESP,28.2,6-4 3-6 6-1,3,R32,118.0,2.0,1.0,83.0,50.0,34.0,15.0,13.0,3.0,7.0,6.0,8.0,74.0,47.0,32.0,8.0,13.0,5.0,11.0,109,710,65.0,966.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,272,223253,,,Alexandra Eala,L,173.0,PHI,20.6,220309,,WC,Zeynep Sonmez,R,,TUR,23.7,6-4 6-3,3,R32,89.0,2.0,4.0,64.0,42.0,27.0,9.0,10.0,2.0,6.0,0.0,1.0,63.0,42.0,20.0,8.0,9.0,6.0,12.0,45,1163,79.0,854.0
2026-2088,Abu Dhabi,Hard,28,P,20260201,271,215035,,,Dayana Yastremska,R,175.0,UKR,25.7,206242,,,Beatriz Haddad Maia,L,185.0,BRA,29.6,6-2 7-5,3,R32,100.0,2.0,4.0,63.0,38.0,21.0,18.0,10.0,4.0,6.0,2.0,10.0,63.0,41.0,26.0,7.0,10.0,3.0,8.0,43,1175,68.0,932.0
2026-2050,Cluj-Napoca,Hard,32,I,20260201,300,201514,3.0,,Sorana Cirstea,R,176.0,ROU,35.8,221054,1.0,,Emma Raducanu,R,175.0,GBR,23.2,6-0 6-2,3,F,63.0,6.0,2.0,37.0,19.0,16.0,10.0,7.0,0.0,1.0,0.0,6.0,52.0,36.0,18.0,2.0,7.0,8.0,14.0,36,1303,30.0,1547.0
2026-2050,Cluj-Napoca,Hard,32,I,20260201,299,221054,1.0,,Emma Raducanu,R,175.0,GBR,23.2,220716,,,Oleksandra Oliynykova,R,,UKR,25.0,7-5 3-6 6-3,3,SF,168.0,0.0,5.0,99.0,73.0,50.0,8.0,15.0,8.0,13.0,0.0,6.0,101.0,73.0,45.0,8.0,15.0,8.0,14.0,30,1547,91.0,805.0
