date,sport,odds_source,category,home_team,away_team,market,selection,ai_probability,bookmaker_odds,implied_probability,value,confidence,ia_badge,reliable_only,safety_score,safety_level,football_trap_signal,learning_adjustment,calibration_adjustment,threshold_profile,decision_status,refusal_reason,decision_reason,home_recent_form,away_recent_form,home_recent_attack,away_recent_attack,home_recent_defense,away_recent_defense,football_data_quality,decision,bankroll,stake_percent,kelly_fraction,suggested_stake,bet_mode,home_elo,away_elo,elo_diff,home_xg,away_xg,draw_probability,draw_hunter,score_exact_alert,scorer_prediction,over_25,under_25,btts_yes,btts_no,top_scores,tennis_engine_score,tennis_form_home,tennis_form_away,tennis_edge,priority,score_exact_1,score_exact_1_proba,score_exact_2,score_exact_2_proba,score_exact_3,score_exact_3_proba,result,won,stake,profit,flat_stake,flat_profit,backtest_match_date,actual_result
2026-04-25 18:00:00,F1,historical-backtest,football,Angers,Paris SG,Home Win,Angers,0.116,10.0,0.1,0.1601,A EVITER,WATCHLIST,False,68.29,5 - WATCHLIST,COTE HAUTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value positive 16.0% | Proba IA 11.6% | COTE HAUTE | Source historical-backtest,0.21,0.62,0.5,2.12,1.62,1.12,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1444.5,1682.0,-172.5,0.75,1.51,0.2605,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3933,0.6067,0.4111,0.5889,"[('0-1', 0.1337), ('1-1', 0.1151), ('0-2', 0.0975), ('1-0', 0.0838), ('1-2', 0.0809)]",0.0,0.0,0.0,0.0,177.81,0-1,13.37,1-1,11.51,0-2,9.75,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 18:00:00,A
2026-04-25 18:00:00,F1,historical-backtest,football,Angers,Paris SG,Draw,Draw,0.1893,6.0,0.1667,0.1361,A EVITER,WATCHLIST,False,64.6,5 - WATCHLIST,COTE HAUTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value positive 13.6% | Proba IA 18.9% | COTE HAUTE | Source historical-backtest,0.21,0.62,0.5,2.12,1.62,1.12,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1444.5,1682.0,-172.5,0.75,1.51,0.2605,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3933,0.6067,0.4111,0.5889,"[('0-1', 0.1337), ('1-1', 0.1151), ('0-2', 0.0975), ('1-0', 0.0838), ('1-2', 0.0809)]",0.0,0.0,0.0,0.0,167.31,0-1,13.37,1-1,11.51,0-2,9.75,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 18:00:00,A
2026-04-25 18:00:00,F1,historical-backtest,football,Angers,Paris SG,Away Win,Paris SG,0.6946,1.27,0.7874,-0.1178,Forte,WATCHLIST,False,72.67,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 69.5% | Source historical-backtest,0.21,0.62,0.5,2.12,1.62,1.12,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1444.5,1682.0,-172.5,0.75,1.51,0.2605,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3933,0.6067,0.4111,0.5889,"[('0-1', 0.1337), ('1-1', 0.1151), ('0-2', 0.0975), ('1-0', 0.0838), ('1-2', 0.0809)]",0.0,0.0,0.0,0.0,157.63,0-1,13.37,1-1,11.51,0-2,9.75,WIN,1,0.0,0.0,1.0,0.27,2026-04-25 18:00:00,A
2026-04-25 19:00:00,N1,historical-backtest,football,NAC Breda,Ajax,Home Win,NAC Breda,0.2794,3.2,0.3125,-0.1059,A EVITER,NO BET,False,58.24,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 27.9% | Source historical-backtest,0.38,0.5,0.88,1.88,1.88,1.0,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1407.5,1610.6,-138.1,1.06,1.44,0.2641,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4562,0.5438,0.4987,0.5013,"[('1-1', 0.1166), ('0-1', 0.102), ('1-0', 0.0876), ('1-2', 0.079), ('0-2', 0.0708)]",0.0,0.0,0.0,0.0,106.92,1-1,11.66,0-1,10.2,1-0,8.76,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 19:00:00,A
2026-04-25 19:00:00,N1,historical-backtest,football,NAC Breda,Ajax,Draw,Draw,0.2492,3.9,0.2564,-0.0281,A EVITER,NO BET,False,58.23,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 24.9% | MARCHE JUSTE | Source historical-backtest,0.38,0.5,0.88,1.88,1.88,1.0,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1407.5,1610.6,-138.1,1.06,1.44,0.2641,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4562,0.5438,0.4987,0.5013,"[('1-1', 0.1166), ('0-1', 0.102), ('1-0', 0.0876), ('1-2', 0.079), ('0-2', 0.0708)]",0.0,0.0,0.0,0.0,104.79,1-1,11.66,0-1,10.2,1-0,8.76,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 19:00:00,A
2026-04-25 19:00:00,N1,historical-backtest,football,NAC Breda,Ajax,Away Win,Ajax,0.4714,2.05,0.4878,-0.0337,A EVITER,NO BET,False,78.93,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 47.1% | MARCHE JUSTE | Source historical-backtest,0.38,0.5,0.88,1.88,1.88,1.0,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1407.5,1610.6,-138.1,1.06,1.44,0.2641,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4562,0.5438,0.4987,0.5013,"[('1-1', 0.1166), ('0-1', 0.102), ('1-0', 0.0876), ('1-2', 0.079), ('0-2', 0.0708)]",0.0,0.0,0.0,0.0,151.39,1-1,11.66,0-1,10.2,1-0,8.76,WIN,1,0.0,0.0,1.0,1.0499999999999998,2026-04-25 19:00:00,A
2026-04-25 19:45:00,B1,historical-backtest,football,Westerlo,Antwerp,Home Win,Westerlo,0.4419,2.1,0.4762,-0.0719,A EVITER,NO BET,False,73.29,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 44.2% | MARCHE JUSTE | Source historical-backtest,0.58,0.46,1.12,1.0,0.62,0.88,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1520.8,1481.7,104.1,1.09,0.82,0.3131,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.299,0.701,0.3714,0.6286,"[('1-0', 0.1305), ('1-1', 0.1146), ('0-0', 0.1117), ('0-1', 0.0979), ('2-0', 0.0758)]",0.0,0.0,0.0,0.0,140.87,1-0,13.05,1-1,11.46,0-0,11.17,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 19:45:00,A
2026-04-25 19:45:00,B1,historical-backtest,football,Westerlo,Antwerp,Draw,Draw,0.2825,3.4,0.2941,-0.0394,A EVITER,WATCHLIST,False,61.34,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 28.2% | MARCHE JUSTE | Source historical-backtest,0.58,0.46,1.12,1.0,0.62,0.88,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1520.8,1481.7,104.1,1.09,0.82,0.3131,DRAW POSSIBLE,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.299,0.701,0.3714,0.6286,"[('1-0', 0.1305), ('1-1', 0.1146), ('0-0', 0.1117), ('0-1', 0.0979), ('2-0', 0.0758)]",0.0,0.0,0.0,0.0,111.79,1-0,13.05,1-1,11.46,0-0,11.17,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 19:45:00,A
2026-04-25 19:45:00,B1,historical-backtest,football,Westerlo,Antwerp,Away Win,Antwerp,0.2755,3.1,0.3226,-0.1459,A EVITER,NO BET,False,58.07,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 27.6% | Source historical-backtest,0.58,0.46,1.12,1.0,0.62,0.88,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1520.8,1481.7,104.1,1.09,0.82,0.3131,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.299,0.701,0.3714,0.6286,"[('1-0', 0.1305), ('1-1', 0.1146), ('0-0', 0.1117), ('0-1', 0.0979), ('2-0', 0.0758)]",0.0,0.0,0.0,0.0,106.39,1-0,13.05,1-1,11.46,0-0,11.17,WIN,1,0.0,0.0,1.0,2.1,2026-04-25 19:45:00,A
2026-04-25 19:45:00,I1,historical-backtest,football,Verona,Lecce,Home Win,Verona,0.345,2.7,0.3704,-0.0684,A EVITER,NO BET,False,64.62,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 34.5% | MARCHE JUSTE | Source historical-backtest,0.12,0.17,0.5,0.62,1.62,1.88,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1353.8,1404.2,14.6,0.9,0.87,0.3322,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.2614,0.7386,0.3448,0.6552,"[('0-0', 0.1179), ('1-0', 0.1176), ('1-1', 0.1083), ('0-1', 0.1078), ('2-0', 0.0599)]",0.0,0.0,0.0,0.0,121.08,0-0,11.79,1-0,11.76,1-1,10.83,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 19:45:00,D
2026-04-25 19:45:00,I1,historical-backtest,football,Verona,Lecce,Draw,Draw,0.3218,3.0,0.3333,-0.0347,A EVITER,NUL POSSIBLE,True,63.52,3B - NUL POSSIBLE,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 32.2% | Mode NUL POSSIBLE | MARCHE JUSTE | Source historical-backtest,0.12,0.17,0.5,0.62,1.62,1.88,1,VALUE BET,10.0,0.1,0.0,1.0,NUL POSSIBLE,1353.8,1404.2,14.6,0.9,0.87,0.3322,DRAW POSSIBLE,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.2614,0.7386,0.3448,0.6552,"[('0-0', 0.1179), ('1-0', 0.1176), ('1-1', 0.1083), ('0-1', 0.1078), ('2-0', 0.0599)]",0.0,0.0,0.0,0.0,117.8,0-0,11.79,1-0,11.76,1-1,10.83,WIN,1,1.0,2.0,1.0,2.0,2026-04-25 19:45:00,D
2026-04-25 19:45:00,I1,historical-backtest,football,Verona,Lecce,Away Win,Lecce,0.3332,2.88,0.3472,-0.0403,A EVITER,NO BET,False,67.36,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 33.3% | MARCHE JUSTE | Source historical-backtest,0.12,0.17,0.5,0.62,1.62,1.88,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1353.8,1404.2,14.6,0.9,0.87,0.3322,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.2614,0.7386,0.3448,0.6552,"[('0-0', 0.1179), ('1-0', 0.1176), ('1-1', 0.1083), ('0-1', 0.1078), ('2-0', 0.0599)]",0.0,0.0,0.0,0.0,124.37,0-0,11.79,1-0,11.76,1-1,10.83,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 19:45:00,D
2026-04-25 20:00:00,N1,historical-backtest,football,Twente,Nijmegen,Home Win,Twente,0.4733,1.9,0.5263,-0.1008,A EVITER,NO BET,False,71.38,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 47.3% | Source historical-backtest,0.79,0.54,1.88,1.88,1.0,1.25,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1589.3,1572.0,82.3,1.54,1.35,0.247,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.5517,0.4483,0.5819,0.4181,"[('1-1', 0.1138), ('1-0', 0.0895), ('2-1', 0.088), ('0-1', 0.0748), ('1-2', 0.0733)]",0.0,0.0,0.0,0.0,140.2,1-1,11.38,1-0,8.95,2-1,8.8,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:00:00,D
2026-04-25 20:00:00,N1,historical-backtest,football,Twente,Nijmegen,Draw,Draw,0.2402,4.0,0.25,-0.0393,A EVITER,NO BET,False,56.57,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 24.0% | MARCHE JUSTE | Source historical-backtest,0.79,0.54,1.88,1.88,1.0,1.25,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1589.3,1572.0,82.3,1.54,1.35,0.247,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.5517,0.4483,0.5819,0.4181,"[('1-1', 0.1138), ('1-0', 0.0895), ('2-1', 0.088), ('0-1', 0.0748), ('1-2', 0.0733)]",0.0,0.0,0.0,0.0,101.67,1-1,11.38,1-0,8.95,2-1,8.8,WIN,1,0.0,0.0,1.0,3.0,2026-04-25 20:00:00,D
2026-04-25 20:00:00,N1,historical-backtest,football,Twente,Nijmegen,Away Win,Nijmegen,0.2865,3.6,0.2778,0.0316,A EVITER,WATCHLIST,False,70.66,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value positive 3.2% | Proba IA 28.6% | Source historical-backtest,0.79,0.54,1.88,1.88,1.0,1.25,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1589.3,1572.0,82.3,1.54,1.35,0.247,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.5517,0.4483,0.5819,0.4181,"[('1-1', 0.1138), ('1-0', 0.0895), ('2-1', 0.088), ('0-1', 0.0748), ('1-2', 0.0733)]",0.0,0.0,0.0,0.0,139.31,1-1,11.38,1-0,8.95,2-1,8.8,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:00:00,D
2026-04-25 20:00:00,SP1,historical-backtest,football,Ath Madrid,Ath Bilbao,Home Win,Ath Madrid,0.4849,2.2,0.4545,0.0668,A EVITER,WATCHLIST,False,91.05,5 - WATCHLIST,VALUE CLAIRE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value positive 6.7% | Proba IA 48.5% | VALUE CLAIRE | Source historical-backtest,0.5,0.42,1.88,0.88,1.75,1.38,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1584.0,1518.0,131.1,1.64,0.98,0.2461,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4866,0.5134,0.5035,0.4965,"[('1-1', 0.1088), ('1-0', 0.1079), ('2-1', 0.0881), ('2-0', 0.0857), ('0-1', 0.0683)]",0.0,0.0,0.0,0.0,198.59,1-1,10.88,1-0,10.79,2-1,8.81,WIN,1,0.0,0.0,1.0,1.2000000000000002,2026-04-25 20:00:00,H
2026-04-25 20:00:00,SP1,historical-backtest,football,Ath Madrid,Ath Bilbao,Draw,Draw,0.2581,3.6,0.2778,-0.0709,A EVITER,NO BET,False,53.68,6 - NO BET,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 25.8% | MARCHE JUSTE | Source historical-backtest,0.5,0.42,1.88,0.88,1.75,1.38,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1584.0,1518.0,131.1,1.64,0.98,0.2461,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4866,0.5134,0.5035,0.4965,"[('1-1', 0.1088), ('1-0', 0.1079), ('2-1', 0.0881), ('2-0', 0.0857), ('0-1', 0.0683)]",0.0,0.0,0.0,0.0,98.59,1-1,10.88,1-0,10.79,2-1,8.81,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:00:00,H
2026-04-25 20:00:00,SP1,historical-backtest,football,Ath Madrid,Ath Bilbao,Away Win,Ath Bilbao,0.257,3.1,0.3226,-0.2033,A EVITER,NO BET,False,57.29,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 25.7% | Source historical-backtest,0.5,0.42,1.88,0.88,1.75,1.38,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1584.0,1518.0,131.1,1.64,0.98,0.2461,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4866,0.5134,0.5035,0.4965,"[('1-1', 0.1088), ('1-0', 0.1079), ('2-1', 0.0881), ('2-0', 0.0857), ('0-1', 0.0683)]",0.0,0.0,0.0,0.0,103.92,1-1,10.88,1-0,10.79,2-1,8.81,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:00:00,H
2026-04-25 20:05:00,F1,historical-backtest,football,Toulouse,Monaco,Home Win,Toulouse,0.2841,3.3,0.303,-0.0624,A EVITER,NO BET,False,62.76,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 28.4% | MARCHE JUSTE | Source historical-backtest,0.29,0.79,1.12,2.12,2.0,1.38,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1474.2,1573.9,-34.7,1.11,1.54,0.254,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.494,0.506,0.5267,0.4733,"[('1-1', 0.1152), ('0-1', 0.0971), ('1-0', 0.0828), ('1-2', 0.0822), ('0-2', 0.071)]",0.0,0.0,0.0,0.0,114.03,1-1,11.52,0-1,9.71,1-0,8.28,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:05:00,D
2026-04-25 20:05:00,F1,historical-backtest,football,Toulouse,Monaco,Draw,Draw,0.251,3.8,0.2632,-0.0463,A EVITER,NO BET,False,56.22,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 25.1% | MARCHE JUSTE | Source historical-backtest,0.29,0.79,1.12,2.12,2.0,1.38,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1474.2,1573.9,-34.7,1.11,1.54,0.254,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.494,0.506,0.5267,0.4733,"[('1-1', 0.1152), ('0-1', 0.0971), ('1-0', 0.0828), ('1-2', 0.0822), ('0-2', 0.071)]",0.0,0.0,0.0,0.0,101.9,1-1,11.52,0-1,9.71,1-0,8.28,WIN,1,0.0,0.0,1.0,2.8,2026-04-25 20:05:00,D
2026-04-25 20:05:00,F1,historical-backtest,football,Toulouse,Monaco,Away Win,Monaco,0.4649,2.05,0.4878,-0.047,A EVITER,NO BET,False,77.12,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 46.5% | MARCHE JUSTE | Source historical-backtest,0.29,0.79,1.12,2.12,2.0,1.38,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1474.2,1573.9,-34.7,1.11,1.54,0.254,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.494,0.506,0.5267,0.4733,"[('1-1', 0.1152), ('0-1', 0.0971), ('1-0', 0.0828), ('1-2', 0.0822), ('0-2', 0.071)]",0.0,0.0,0.0,0.0,148.22,1-1,11.52,0-1,9.71,1-0,8.28,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:05:00,D
2026-04-25 20:30:00,P1,historical-backtest,football,Guimaraes,Rio Ave,Home Win,Guimaraes,0.4956,1.76,0.5682,-0.1277,A EVITER,NO BET,False,72.32,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 49.6% | Source historical-backtest,0.33,0.58,1.38,1.25,1.5,0.88,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1506.1,1460.5,110.6,1.24,1.04,0.2833,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3986,0.6014,0.4594,0.5406,"[('1-1', 0.1236), ('1-0', 0.1174), ('0-1', 0.0958), ('2-1', 0.0816), ('2-0', 0.0754)]",0.0,0.0,0.0,0.0,143.17,1-1,12.36,1-0,11.74,0-1,9.58,WIN,1,0.0,0.0,1.0,0.76,2026-04-25 20:30:00,H
2026-04-25 20:30:00,P1,historical-backtest,football,Guimaraes,Rio Ave,Draw,Draw,0.277,3.4,0.2941,-0.0584,A EVITER,WATCHLIST,False,58.92,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 27.7% | MARCHE JUSTE | Source historical-backtest,0.33,0.58,1.38,1.25,1.5,0.88,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1506.1,1460.5,110.6,1.24,1.04,0.2833,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3986,0.6014,0.4594,0.5406,"[('1-1', 0.1236), ('1-0', 0.1174), ('0-1', 0.0958), ('2-1', 0.0816), ('2-0', 0.0754)]",0.0,0.0,0.0,0.0,107.77,1-1,12.36,1-0,11.74,0-1,9.58,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:30:00,H
2026-04-25 20:30:00,P1,historical-backtest,football,Guimaraes,Rio Ave,Away Win,Rio Ave,0.2274,4.75,0.2105,0.0803,A EVITER,WATCHLIST,False,63.79,5 - WATCHLIST,COTE HAUTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value positive 8.0% | Proba IA 22.7% | COTE HAUTE | Source historical-backtest,0.33,0.58,1.38,1.25,1.5,0.88,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1506.1,1460.5,110.6,1.24,1.04,0.2833,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3986,0.6014,0.4594,0.5406,"[('1-1', 0.1236), ('1-0', 0.1174), ('0-1', 0.0958), ('2-1', 0.0816), ('2-0', 0.0754)]",0.0,0.0,0.0,0.0,145.33,1-1,12.36,1-0,11.74,0-1,9.58,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-25 20:30:00,H
2026-04-26 11:15:00,N1,historical-backtest,football,Excelsior,Utrecht,Home Win,Excelsior,0.2556,3.2,0.3125,-0.1821,A EVITER,NO BET,False,57.24,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 25.6% | Source historical-backtest,0.08,0.71,0.88,2.0,1.75,0.88,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1442.6,1561.9,-54.3,0.87,1.59,0.2514,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4459,0.5541,0.4626,0.5374,"[('0-1', 0.1128), ('1-1', 0.1103), ('0-2', 0.0855), ('1-2', 0.0806), ('1-0', 0.0778)]",0.0,0.0,0.0,0.0,103.75,0-1,11.28,1-1,11.03,0-2,8.55,WIN,1,0.0,0.0,1.0,2.2,2026-04-26 11:15:00,H
2026-04-26 11:15:00,N1,historical-backtest,football,Excelsior,Utrecht,Draw,Draw,0.2653,3.5,0.2857,-0.0715,A EVITER,WATCHLIST,False,56.92,5 - WATCHLIST,MARCHE JUSTE,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 26.5% | MARCHE JUSTE | Source historical-backtest,0.08,0.71,0.88,2.0,1.75,0.88,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1442.6,1561.9,-54.3,0.87,1.59,0.2514,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4459,0.5541,0.4626,0.5374,"[('0-1', 0.1128), ('1-1', 0.1103), ('0-2', 0.0855), ('1-2', 0.0806), ('1-0', 0.0778)]",0.0,0.0,0.0,0.0,103.95,0-1,11.28,1-1,11.03,0-2,8.55,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-26 11:15:00,H
2026-04-26 11:15:00,N1,historical-backtest,football,Excelsior,Utrecht,Away Win,Utrecht,0.4791,2.2,0.4545,0.0541,A EVITER,WATCHLIST,False,89.34,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value positive 5.4% | Proba IA 47.9% | Source historical-backtest,0.08,0.71,0.88,2.0,1.75,0.88,1,NO BET,10.0,0.0,0.0,0.0,WATCHLIST,1442.6,1561.9,-54.3,0.87,1.59,0.2514,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.4459,0.5541,0.4626,0.5374,"[('0-1', 0.1128), ('1-1', 0.1103), ('0-2', 0.0855), ('1-2', 0.0806), ('1-0', 0.0778)]",0.0,0.0,0.0,0.0,190.25,0-1,11.28,1-1,11.03,0-2,8.55,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-26 11:15:00,H
2026-04-26 11:30:00,I1,historical-backtest,football,Fiorentina,Sassuolo,Home Win,Fiorentina,0.4629,1.91,0.5236,-0.1158,A EVITER,NO BET,False,70.94,5 - WATCHLIST,OK,BASELINE,BASELINE,MEGA 70%/3% | SAFE 63%/1% | VALUE 58%/3%,,,Value negative ou nulle | Proba IA 46.3% | Source historical-backtest,0.62,0.54,1.12,1.5,0.75,1.12,1,NO BET,10.0,0.0,0.0,0.0,NO BET,1511.3,1509.9,66.4,1.14,1.03,0.2931,NO DRAW SIGNAL,SCORE CALIBRE - PROBA PRUDENTE,A recalculer via player_scorers,0.3692,0.6308,0.4374,0.5626,"[('1-1', 0.1235), ('1-0', 0.1181), ('0-1', 0.1023), ('2-1', 0.0768), ('0-0', 0.0717)]",0.0,0.0,0.0,0.0,138.81,1-1,12.35,1-0,11.81,0-1,10.23,LOSS,0,0.0,-0.0,1.0,-1.0,2026-04-26 11:30:00,D
