date,sport,category,home_team,away_team,market,selection,ai_probability,bookmaker_odds,value,bet_mode,odds_source,result,won,surface,home_matches,away_matches
20260413,Barcelona,tennis,Lorenzo Musetti,Martin Landaluce,Player 1 Win,Lorenzo Musetti,0.8883,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,80,14
20260413,Barcelona,tennis,Lorenzo Musetti,Martin Landaluce,Player 2 Win,Martin Landaluce,0.1117,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,80,14
20260413,Barcelona,tennis,Ignacio Buse,Corentin Moutet,Player 1 Win,Ignacio Buse,0.4699,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,20,71
20260413,Barcelona,tennis,Ignacio Buse,Corentin Moutet,Player 2 Win,Corentin Moutet,0.5301,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,20,71
20260413,Barcelona,tennis,Brandon Nakashima,Juan Manuel Cerundolo,Player 1 Win,Brandon Nakashima,0.7267,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,81,28
20260413,Barcelona,tennis,Brandon Nakashima,Juan Manuel Cerundolo,Player 2 Win,Juan Manuel Cerundolo,0.2733,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,81,28
20260413,Barcelona,tennis,Terence Atmane,Arthur Fils,Player 1 Win,Terence Atmane,0.1502,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,32,54
20260413,Barcelona,tennis,Terence Atmane,Arthur Fils,Player 2 Win,Arthur Fils,0.8498,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,32,54
20260413,Barcelona,tennis,Carlos Alcaraz,Otto Virtanen,Player 1 Win,Carlos Alcaraz,0.92,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,104,16
20260413,Barcelona,tennis,Carlos Alcaraz,Otto Virtanen,Player 2 Win,Otto Virtanen,0.08,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,104,16
20260413,Barcelona,tennis,Brandon Nakashima,Arthur Fils,Player 1 Win,Brandon Nakashima,0.2227,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,82,55
20260413,Barcelona,tennis,Brandon Nakashima,Arthur Fils,Player 2 Win,Arthur Fils,0.7773,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,82,55
20260413,Barcelona,tennis,Rafael Jodar,Camilo Ugo Carabelli,Player 1 Win,Rafael Jodar,0.7328,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,22,61
20260413,Barcelona,tennis,Rafael Jodar,Camilo Ugo Carabelli,Player 2 Win,Camilo Ugo Carabelli,0.2672,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,22,61
20260413,Barcelona,tennis,Corentin Moutet,Lorenzo Musetti,Player 1 Win,Corentin Moutet,0.2575,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,72,81
20260413,Barcelona,tennis,Corentin Moutet,Lorenzo Musetti,Player 2 Win,Lorenzo Musetti,0.7425,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,72,81
20260413,Barcelona,tennis,Cameron Norrie,Ethan Quinn,Player 1 Win,Cameron Norrie,0.6782,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,80,44
20260413,Barcelona,tennis,Cameron Norrie,Ethan Quinn,Player 2 Win,Ethan Quinn,0.3218,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,80,44
20260413,Stuttgart,tennis,Alexandra Eala,Leylah Fernandez,Player 1 Win,Alexandra Eala,0.5751,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,48,70
20260413,Stuttgart,tennis,Alexandra Eala,Leylah Fernandez,Player 2 Win,Leylah Fernandez,0.4249,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,48,70
20260413,Stuttgart,tennis,Zeynep Sonmez,Jasmine Paolini,Player 1 Win,Zeynep Sonmez,0.1274,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,37,83
20260413,Stuttgart,tennis,Zeynep Sonmez,Jasmine Paolini,Player 2 Win,Jasmine Paolini,0.8726,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,37,83
20260413,Stuttgart,tennis,Viktoriya Tomova,Laura Siegemund,Player 1 Win,Viktoriya Tomova,0.3233,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,32,40
20260413,Stuttgart,tennis,Viktoriya Tomova,Laura Siegemund,Player 2 Win,Laura Siegemund,0.6767,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,32,40
20260413,Stuttgart,tennis,Alycia Parks,Noma Noha Akugue,Player 1 Win,Alycia Parks,0.5616,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,55,5
20260413,Stuttgart,tennis,Alycia Parks,Noma Noha Akugue,Player 2 Win,Noma Noha Akugue,0.4384,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,55,5
20260413,Stuttgart,tennis,Jelena Ostapenko,Mirra Andreeva,Player 1 Win,Jelena Ostapenko,0.2017,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,59,85
20260413,Stuttgart,tennis,Jelena Ostapenko,Mirra Andreeva,Player 2 Win,Mirra Andreeva,0.7983,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,59,85
20260413,Stuttgart,tennis,Ekaterina Alexandrova,Gabriela Andrea Knutson,Player 1 Win,Ekaterina Alexandrova,0.8054,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,87,1
20260413,Stuttgart,tennis,Ekaterina Alexandrova,Gabriela Andrea Knutson,Player 2 Win,Gabriela Andrea Knutson,0.1946,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,87,1
20260413,Stuttgart,tennis,Shuai Zhang,Linda Noskova,Player 1 Win,Shuai Zhang,0.1566,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,30,84
20260413,Stuttgart,tennis,Shuai Zhang,Linda Noskova,Player 2 Win,Linda Noskova,0.8434,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,30,84
20260413,Stuttgart,tennis,Eva Lys,Paula Badosa,Player 1 Win,Eva Lys,0.4908,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,46,47
20260413,Stuttgart,tennis,Eva Lys,Paula Badosa,Player 2 Win,Paula Badosa,0.5092,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,46,47
20260413,Stuttgart,tennis,Aliaksandra Sasnovich,Karolina Muchova,Player 1 Win,Aliaksandra Sasnovich,0.08,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,26,69
20260413,Stuttgart,tennis,Aliaksandra Sasnovich,Karolina Muchova,Player 2 Win,Karolina Muchova,0.92,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,26,69
20260413,Rouen,tennis,Veronika Podrez,Sloane Stephens,Player 1 Win,Veronika Podrez,0.8362,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,5,13
20260413,Rouen,tennis,Veronika Podrez,Sloane Stephens,Player 2 Win,Sloane Stephens,0.1638,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,5,13
20260413,Rouen,tennis,Maria Timofeeva,Katie Boulter,Player 1 Win,Maria Timofeeva,0.1711,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,6,53
20260413,Rouen,tennis,Maria Timofeeva,Katie Boulter,Player 2 Win,Katie Boulter,0.8289,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,6,53
20260413,Munich,tennis,Vit Kopriva,Justin Engel,Player 1 Win,Vit Kopriva,0.7392,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,36,13
20260413,Munich,tennis,Vit Kopriva,Justin Engel,Player 2 Win,Justin Engel,0.2608,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,36,13
20260413,Munich,tennis,Marko Topo,Zizou Bergs,Player 1 Win,Marko Topo,0.2024,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,1,76
20260413,Munich,tennis,Marko Topo,Zizou Bergs,Player 2 Win,Zizou Bergs,0.7976,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,1,76
20260413,Munich,tennis,Flavio Cobolli,Diego Dedura Palomero,Player 1 Win,Flavio Cobolli,0.8546,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,82,3
20260413,Munich,tennis,Flavio Cobolli,Diego Dedura Palomero,Player 2 Win,Diego Dedura Palomero,0.1454,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,82,3
20260413,Munich,tennis,Marc Andrea Huesler,Botic Van De Zandschulp,Player 1 Win,Marc Andrea Huesler,0.2046,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,2,54
20260413,Munich,tennis,Marc Andrea Huesler,Botic Van De Zandschulp,Player 2 Win,Botic Van De Zandschulp,0.7954,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,2,54
20260413,Barcelona,tennis,Arthur Fils,Andrey Rublev,Player 1 Win,Arthur Fils,0.6611,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,56,82
20260413,Barcelona,tennis,Arthur Fils,Andrey Rublev,Player 2 Win,Andrey Rublev,0.3389,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,56,82
20260413,Munich,tennis,Joao Fonseca,Ben Shelton,Player 1 Win,Joao Fonseca,0.3744,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,59,85
20260413,Munich,tennis,Joao Fonseca,Ben Shelton,Player 2 Win,Ben Shelton,0.6256,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,59,85
20260413,Munich,tennis,Alex Molcan,Denis Shapovalov,Player 1 Win,Alex Molcan,0.4227,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,9,63
20260413,Munich,tennis,Alex Molcan,Denis Shapovalov,Player 2 Win,Denis Shapovalov,0.5773,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,9,63
20260413,Munich,tennis,Vit Kopriva,Flavio Cobolli,Player 1 Win,Vit Kopriva,0.2723,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,37,83
20260413,Munich,tennis,Vit Kopriva,Flavio Cobolli,Player 2 Win,Flavio Cobolli,0.7277,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,37,83
20260413,Munich,tennis,Alexander Zverev,Gabriel Diallo,Player 1 Win,Alexander Zverev,0.9029,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,110,70
20260413,Munich,tennis,Alexander Zverev,Gabriel Diallo,Player 2 Win,Gabriel Diallo,0.0971,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,110,70
20260413,Munich,tennis,Emilio Nava,Ben Shelton,Player 1 Win,Emilio Nava,0.08,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,24,86
20260413,Munich,tennis,Emilio Nava,Ben Shelton,Player 2 Win,Ben Shelton,0.92,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,24,86
20260413,Barcelona,tennis,Hamad Medjedovic,Alex De Minaur,Player 1 Win,Hamad Medjedovic,0.1044,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,45,102
20260413,Barcelona,tennis,Hamad Medjedovic,Alex De Minaur,Player 2 Win,Alex De Minaur,0.8956,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,45,102
20260413,Barcelona,tennis,Tomas Martin Etcheverry,Nuno Borges,Player 1 Win,Tomas Martin Etcheverry,0.8516,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,82,81
20260413,Barcelona,tennis,Tomas Martin Etcheverry,Nuno Borges,Player 2 Win,Nuno Borges,0.1484,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,82,81
20260413,Barcelona,tennis,Tomas Machac,Carlos Alcaraz,Player 1 Win,Tomas Machac,0.08,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,62,105
20260413,Barcelona,tennis,Tomas Machac,Carlos Alcaraz,Player 2 Win,Carlos Alcaraz,0.92,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,62,105
20260413,Barcelona,tennis,Lorenzo Sonego,Andrey Rublev,Player 1 Win,Lorenzo Sonego,0.2804,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,60,83
20260413,Barcelona,tennis,Lorenzo Sonego,Andrey Rublev,Player 2 Win,Andrey Rublev,0.7196,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,60,83
20260421,Madrid,tennis,Emiliana Arango,Talia Gibson,Player 1 Win,Emiliana Arango,0.2692,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,39,22
20260421,Madrid,tennis,Emiliana Arango,Talia Gibson,Player 2 Win,Talia Gibson,0.7308,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,39,22
20260421,Madrid,tennis,Alina Charaeva,Janice Tjen,Player 1 Win,Alina Charaeva,0.2312,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,4,28
20260421,Madrid,tennis,Alina Charaeva,Janice Tjen,Player 2 Win,Janice Tjen,0.7688,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,4,28
20260421,Madrid,tennis,Simona Waltert,Oleksandra Oliynykova,Player 1 Win,Simona Waltert,0.4645,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,9,9
20260421,Madrid,tennis,Simona Waltert,Oleksandra Oliynykova,Player 2 Win,Oleksandra Oliynykova,0.5355,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,9,9
20260421,Madrid,tennis,Eva Lys,Shuai Zhang,Player 1 Win,Eva Lys,0.5856,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,47,31
20260421,Madrid,tennis,Eva Lys,Shuai Zhang,Player 2 Win,Shuai Zhang,0.4144,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,47,31
20260421,Madrid,tennis,Karolina Pliskova,Sinja Kraus,Player 1 Win,Karolina Pliskova,0.5345,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,10,13
20260421,Madrid,tennis,Karolina Pliskova,Sinja Kraus,Player 2 Win,Sinja Kraus,0.4655,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,10,13
20260421,Madrid,tennis,Antonia Ruzic,Elena Gabriela Ruse,Player 1 Win,Antonia Ruzic,0.485,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,33,42
20260421,Madrid,tennis,Antonia Ruzic,Elena Gabriela Ruse,Player 2 Win,Elena Gabriela Ruse,0.515,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,33,42
20260421,Madrid,tennis,Alexandra Eala,Anastasia Pavlyuchenkova,Player 1 Win,Alexandra Eala,0.792,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,49,33
20260421,Madrid,tennis,Alexandra Eala,Anastasia Pavlyuchenkova,Player 2 Win,Anastasia Pavlyuchenkova,0.208,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,49,33
20260421,Madrid,tennis,Sorana Cirstea,Coco Gauff,Player 1 Win,Sorana Cirstea,0.2982,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,73,89
20260421,Madrid,tennis,Sorana Cirstea,Coco Gauff,Player 2 Win,Coco Gauff,0.7018,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,73,89
20260421,Madrid,tennis,Linda Noskova,Liudmila Samsonova,Player 1 Win,Linda Noskova,0.8041,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,85,68
20260421,Madrid,tennis,Linda Noskova,Liudmila Samsonova,Player 2 Win,Liudmila Samsonova,0.1959,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,85,68
20260421,Madrid,tennis,Solana Sierra,Karolina Pliskova,Player 1 Win,Solana Sierra,0.2692,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,23,11
20260421,Madrid,tennis,Solana Sierra,Karolina Pliskova,Player 2 Win,Karolina Pliskova,0.7308,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,23,11
20260421,Madrid,tennis,Hailey Baptiste,Belinda Bencic,Player 1 Win,Hailey Baptiste,0.2373,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,61,78
20260421,Madrid,tennis,Hailey Baptiste,Belinda Bencic,Player 2 Win,Belinda Bencic,0.7627,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,61,78
20260421,Madrid,tennis,Elena Rybakina,Anastasia Potapova,Player 1 Win,Elena Rybakina,0.92,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,109,57
20260421,Madrid,tennis,Elena Rybakina,Anastasia Potapova,Player 2 Win,Anastasia Potapova,0.08,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,109,57
20260421,Madrid,tennis,Aryna Sabalenka,Jaqueline Cristian,Player 1 Win,Aryna Sabalenka,0.92,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,101,69
20260421,Madrid,tennis,Aryna Sabalenka,Jaqueline Cristian,Player 2 Win,Jaqueline Cristian,0.08,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,101,69
20260421,Madrid,tennis,Iva Jovic,Leylah Fernandez,Player 1 Win,Iva Jovic,0.5671,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,52,71
20260421,Madrid,tennis,Iva Jovic,Leylah Fernandez,Player 2 Win,Leylah Fernandez,0.4329,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,52,71
20260421,Madrid,tennis,Tyra Caterina Grant,Elsa Jacquemot,Player 1 Win,Tyra Caterina Grant,0.2623,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,2,26
20260421,Madrid,tennis,Tyra Caterina Grant,Elsa Jacquemot,Player 2 Win,Elsa Jacquemot,0.7377,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,2,26
20260421,Madrid,tennis,Oksana Selekhmeteva,Leolia Jeanjean,Player 1 Win,Oksana Selekhmeteva,0.6195,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,13,20
20260421,Madrid,tennis,Oksana Selekhmeteva,Leolia Jeanjean,Player 2 Win,Leolia Jeanjean,0.3805,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,13,20
20260421,Madrid,tennis,Solana Sierra,Dayana Yastremska,Player 1 Win,Solana Sierra,0.2488,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,24,72
20260421,Madrid,tennis,Solana Sierra,Dayana Yastremska,Player 2 Win,Dayana Yastremska,0.7512,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,24,72
20260421,Madrid,tennis,Tereza Valentova,Yulia Putintseva,Player 1 Win,Tereza Valentova,0.5849,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,24,61
20260421,Madrid,tennis,Tereza Valentova,Yulia Putintseva,Player 2 Win,Yulia Putintseva,0.4151,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,24,61
20260421,Madrid,tennis,Marta Kostyuk,Mirra Andreeva,Player 1 Win,Marta Kostyuk,0.3467,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,65,86
20260421,Madrid,tennis,Marta Kostyuk,Mirra Andreeva,Player 2 Win,Mirra Andreeva,0.6533,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,65,86
20260421,Madrid,tennis,Hailey Baptiste,Mirra Andreeva,Player 1 Win,Hailey Baptiste,0.2169,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,62,87
20260421,Madrid,tennis,Hailey Baptiste,Mirra Andreeva,Player 2 Win,Mirra Andreeva,0.7831,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,62,87
20260421,Madrid,tennis,Marta Kostyuk,Anastasia Potapova,Player 1 Win,Marta Kostyuk,0.6958,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,66,58
20260421,Madrid,tennis,Marta Kostyuk,Anastasia Potapova,Player 2 Win,Anastasia Potapova,0.3042,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,66,58
20260421,Madrid,tennis,Aryna Sabalenka,Hailey Baptiste,Player 1 Win,Aryna Sabalenka,0.92,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,102,63
20260421,Madrid,tennis,Aryna Sabalenka,Hailey Baptiste,Player 2 Win,Hailey Baptiste,0.08,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,102,63
20260421,Madrid,tennis,Mirra Andreeva,Leylah Fernandez,Player 1 Win,Mirra Andreeva,0.821,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,88,72
20260421,Madrid,tennis,Mirra Andreeva,Leylah Fernandez,Player 2 Win,Leylah Fernandez,0.179,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,88,72
20260421,Madrid,tennis,Kaitlin Quevedo,Hailey Baptiste,Player 1 Win,Kaitlin Quevedo,0.2656,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,5,64
20260421,Madrid,tennis,Kaitlin Quevedo,Hailey Baptiste,Player 2 Win,Hailey Baptiste,0.7344,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,5,64
20260421,Madrid,tennis,Jasmine Paolini,Laura Siegemund,Player 1 Win,Jasmine Paolini,0.8085,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,84,41
20260421,Madrid,tennis,Jasmine Paolini,Laura Siegemund,Player 2 Win,Laura Siegemund,0.1915,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,84,41
20260421,Madrid,tennis,Daria Snigur,Iga Swiatek,Player 1 Win,Daria Snigur,0.1124,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,6,100
20260421,Madrid,tennis,Daria Snigur,Iga Swiatek,Player 2 Win,Iga Swiatek,0.8876,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,6,100
20260421,Madrid,tennis,Ann Li,Alycia Parks,Player 1 Win,Ann Li,0.6802,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,72,56
20260421,Madrid,tennis,Ann Li,Alycia Parks,Player 2 Win,Alycia Parks,0.3198,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,72,56
20260421,Madrid,tennis,Julia Grabher,Leylah Fernandez,Player 1 Win,Julia Grabher,0.1317,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,16,73
20260421,Madrid,tennis,Julia Grabher,Leylah Fernandez,Player 2 Win,Leylah Fernandez,0.8683,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,16,73
20260421,Madrid,tennis,Iva Jovic,Magda Linette,Player 1 Win,Iva Jovic,0.6398,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,53,67
20260421,Madrid,tennis,Iva Jovic,Magda Linette,Player 2 Win,Magda Linette,0.3602,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,53,67
20260421,Madrid,tennis,Panna Udvardy,Mirra Andreeva,Player 1 Win,Panna Udvardy,0.1001,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,17,89
20260421,Madrid,tennis,Panna Udvardy,Mirra Andreeva,Player 2 Win,Mirra Andreeva,0.8999,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,17,89
20260421,Madrid,tennis,Dalma Galfi,Anna Kalinskaya,Player 1 Win,Dalma Galfi,0.1252,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,21,65
20260421,Madrid,tennis,Dalma Galfi,Anna Kalinskaya,Player 2 Win,Anna Kalinskaya,0.8748,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,21,65
20260421,Madrid,tennis,Xin Yu Wang,Laura Samson,Player 1 Win,Xin Yu Wang,0.4145,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,64,6
20260421,Madrid,tennis,Xin Yu Wang,Laura Samson,Player 2 Win,Laura Samson,0.5855,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,64,6
20260421,Madrid,tennis,Caty Mcnally,Katerina Siniakova,Player 1 Win,Caty Mcnally,0.4284,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,36,50
20260421,Madrid,tennis,Caty Mcnally,Katerina Siniakova,Player 2 Win,Katerina Siniakova,0.5716,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,36,50
20260421,Madrid,tennis,Jelena Ostapenko,Anastasia Potapova,Player 1 Win,Jelena Ostapenko,0.4588,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,60,59
20260421,Madrid,tennis,Jelena Ostapenko,Anastasia Potapova,Player 2 Win,Anastasia Potapova,0.5412,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,60,59
20260421,Madrid,tennis,Anna Bondar,Laura Samson,Player 1 Win,Anna Bondar,0.3537,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,43,7
20260421,Madrid,tennis,Anna Bondar,Laura Samson,Player 2 Win,Laura Samson,0.6463,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,43,7
20260421,Madrid,tennis,Jessica Pegula,Marta Kostyuk,Player 1 Win,Jessica Pegula,0.7149,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,104,67
20260421,Madrid,tennis,Jessica Pegula,Marta Kostyuk,Player 2 Win,Marta Kostyuk,0.2851,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,104,67
20260421,Madrid,tennis,Mirra Andreeva,Dalma Galfi,Player 1 Win,Mirra Andreeva,0.92,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,90,22
20260421,Madrid,tennis,Mirra Andreeva,Dalma Galfi,Player 2 Win,Dalma Galfi,0.08,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,90,22
20260421,Madrid,tennis,Elise Mertens,Karolina Pliskova,Player 1 Win,Elise Mertens,0.6844,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,77,12
20260421,Madrid,tennis,Elise Mertens,Karolina Pliskova,Player 2 Win,Karolina Pliskova,0.3156,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,77,12
20260421,Madrid,tennis,Solana Sierra,Zeynep Sonmez,Player 1 Win,Solana Sierra,0.3891,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,25,38
20260421,Madrid,tennis,Solana Sierra,Zeynep Sonmez,Player 2 Win,Zeynep Sonmez,0.6109,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,25,38
20260421,Madrid,tennis,Linda Noskova,Marta Kostyuk,Player 1 Win,Linda Noskova,0.4207,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,86,68
20260421,Madrid,tennis,Linda Noskova,Marta Kostyuk,Player 2 Win,Marta Kostyuk,0.5793,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,86,68
20260421,Madrid,tennis,Aryna Sabalenka,Naomi Osaka,Player 1 Win,Aryna Sabalenka,0.92,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,103,55
20260421,Madrid,tennis,Aryna Sabalenka,Naomi Osaka,Player 2 Win,Naomi Osaka,0.08,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,103,55
20260421,Madrid,tennis,Karolina Pliskova,Anastasia Potapova,Player 1 Win,Karolina Pliskova,0.371,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,13,60
20260421,Madrid,tennis,Karolina Pliskova,Anastasia Potapova,Player 2 Win,Anastasia Potapova,0.629,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,13,60
20260421,Madrid,tennis,Linda Noskova,Coco Gauff,Player 1 Win,Linda Noskova,0.2652,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,87,90
20260421,Madrid,tennis,Linda Noskova,Coco Gauff,Player 2 Win,Coco Gauff,0.7348,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,87,90
20260421,Madrid,tennis,Ann Li,Leylah Fernandez,Player 1 Win,Ann Li,0.4136,,,BACKTEST,tennis-model-backtest,LOSS,0,Clay,73,74
20260421,Madrid,tennis,Ann Li,Leylah Fernandez,Player 2 Win,Leylah Fernandez,0.5864,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,73,74
20260421,Madrid,tennis,Mirra Andreeva,Anna Bondar,Player 1 Win,Mirra Andreeva,0.8841,,,BACKTEST,tennis-model-backtest,WIN,1,Clay,91,44
